Ensembl	Mock1_Qun	Mock2_Qun	Mock3_Qun	NT1_Qun	NT2_Qun	NT3_Qun	T1_Qun	T2_Qun	T3_Qun
ENSG00000202542	1	0	0	2	1	5	5	6	5
ENSG00000128951	659	505	762	478	456	489	780	584	510
ENSG00000286947	6	3	3	7	2	6	5	5	3
ENSG00000274654	3	1	3	3	5	3	5	8	6
ENSG00000259705	29	20	24	20	21	26	47	26	29
ENSG00000273925	12	12	2	8	9	12	15	12	9
ENSG00000259216	31	17	23	31	27	29	56	32	42
ENSG00000259469	26	23	11	20	25	21	35	18	26
ENSG00000261333	1	5	3	3	7	5	12	7	13
ENSG00000181827	720	558	557	832	775	707	1293	955	952
ENSG00000261072	37	25	19	30	37	32	59	34	51
ENSG00000275417	0	0	0	1	1	4	4	3	4
ENSG00000199784	0	0	0	0	3	2	1	1	1
ENSG00000261174	0	1	0	0	3	2	1	1	2
ENSG00000260382	3	8	2	5	1	4	8	3	4
ENSG00000198690	713	507	786	516	545	526	1058	712	732
ENSG00000261628	10	7	4	14	10	6	8	18	16
ENSG00000166912	284	173	263	258	227	219	355	242	261
ENSG00000212526	0	1	0	0	0	0	1	1	1
ENSG00000259720	0	0	0	3	2	1	2	3	2
ENSG00000207702	0	0	0	0	0	0	0	0	0
ENSG00000187806	2	1	1	22	27	32	25	29	27
ENSG00000271072	1	3	6	12	12	21	23	16	21
ENSG00000261187	8	12	16	37	39	44	68	51	60
ENSG00000213614	721	526	777	485	456	530	800	671	697
ENSG00000140548	124	125	124	95	87	86	196	108	124
ENSG00000265871	6	6	5	2	3	4	8	3	4
ENSG00000273691	13	12	18	18	17	9	24	35	24
ENSG00000259291	28	17	21	20	21	15	37	17	24
ENSG00000276376	0	0	0	0	0	0	0	0	0
ENSG00000182054	242	162	258	166	128	143	419	199	207
ENSG00000259685	0	0	0	2	2	1	1	2	2
ENSG00000279980	0	0	2	11	9	10	15	13	8
ENSG00000238244	0	0	0	0	0	0	0	0	0
ENSG00000196391	132	123	139	182	140	141	312	205	231
ENSG00000259262	0	0	0	4	0	2	3	2	2
ENSG00000140575	3889	2712	3638	1451	1358	1381	2577	1862	1967
ENSG00000259177	11	7	6	8	6	2	9	9	14
ENSG00000259212	36	18	21	17	22	18	32	23	33
ENSG00000259314	21	18	14	21	15	11	33	15	17
ENSG00000285560	8	8	2	7	10	4	11	11	10
ENSG00000259746	6	3	2	6	6	3	5	5	8
ENSG00000166145	14	17	26	10	8	12	24	18	16
ENSG00000179335	1028	825	833	764	722	749	1345	1137	1140
ENSG00000129007	38	18	34	20	22	28	41	28	26
ENSG00000183476	8	13	13	6	6	9	20	9	14
ENSG00000184716	0	0	0	0	0	0	0	0	0
ENSG00000167202	570	481	553	437	318	375	848	472	514
ENSG00000104059	33	38	49	55	37	38	97	47	68
ENSG00000230778	29	16	26	12	11	15	19	17	28
ENSG00000103653	516	516	456	251	221	231	425	317	315
ENSG00000183208	57	79	77	55	53	54	81	73	96
ENSG00000214433	6	1	1	19	10	11	13	14	21
ENSG00000279719	0	1	0	1	1	0	1	2	4
ENSG00000206641	0	0	0	0	0	0	0	0	0
ENSG00000259301	0	0	0	0	0	0	0	1	0
ENSG00000280362	0	0	0	0	0	0	0	0	0
ENSG00000259669	0	0	0	0	0	0	0	0	0
ENSG00000259619	0	0	0	0	0	0	0	0	0
ENSG00000259550	0	0	0	0	0	2	0	0	0
ENSG00000137766	1	0	0	17	16	6	27	26	34
ENSG00000173517	1513	1394	997	913	945	857	1805	1161	1252
ENSG00000047346	429	319	360	389	404	383	528	437	396
ENSG00000140254	2	1	3	5	10	4	4	3	2
ENSG00000177971	311	212	344	134	128	172	286	205	237
ENSG00000214575	65	91	72	63	62	79	114	104	105
ENSG00000229474	11	6	16	31	38	43	58	26	45
ENSG00000235711	2	1	5	10	9	9	5	13	17
ENSG00000259917	20	31	23	14	17	20	47	17	19
ENSG00000261559	2	4	0	2	1	4	7	2	1
ENSG00000278582	0	0	0	0	1	2	0	0	0
ENSG00000215252	793	423	907	477	471	432	823	565	585
ENSG00000221065	0	0	0	0	0	0	0	0	0
ENSG00000259892	0	0	2	0	0	0	0	1	0
ENSG00000252425	0	0	1	0	0	0	1	0	0
ENSG00000261304	0	1	2	6	4	2	4	2	3
ENSG00000287973	0	0	0	0	1	1	1	1	1
ENSG00000236914	3	4	10	7	4	2	11	5	3
ENSG00000166069	0	0	1	1	1	0	2	1	0
ENSG00000258397	0	0	0	0	0	0	0	0	0
ENSG00000239471	0	0	0	0	0	0	0	0	0
ENSG00000258410	0	0	0	0	0	0	0	0	0
ENSG00000278935	0	0	0	0	0	0	0	0	0
ENSG00000258780	0	1	0	0	0	0	1	0	0
ENSG00000258628	0	0	0	5	0	0	6	1	0
ENSG00000184206	5	0	3	3	3	2	5	2	4
ENSG00000261318	0	4	1	10	11	5	14	18	13
ENSG00000166938	827	526	944	856	800	835	1533	1139	1113
ENSG00000260773	14	10	17	33	33	42	64	63	45
ENSG00000075131	793	533	732	824	760	649	1307	832	878
ENSG00000252712	4	5	5	6	11	8	14	26	10
ENSG00000223271	7	7	2	0	3	3	8	5	9
ENSG00000240821	0	0	0	0	0	0	0	0	0
ENSG00000169032	774	586	775	434	495	494	771	710	674
ENSG00000261102	8	2	4	2	10	3	7	5	5
ENSG00000243404	15	15	17	8	17	11	14	14	16
ENSG00000261351	29	13	27	47	46	59	77	89	76
ENSG00000174446	235	178	316	243	225	260	338	355	382
ENSG00000266589	6	3	1	7	6	11	2	12	13
ENSG00000174444	16843	11705	15049	7902	6513	6865	16800	9242	9890
ENSG00000199574	0	0	0	0	0	0	0	0	0
ENSG00000280554	0	0	0	0	0	0	0	0	0
ENSG00000202529	0	0	0	0	0	0	0	0	0
ENSG00000199673	0	0	0	0	0	0	0	0	0
ENSG00000200623	0	0	0	0	0	0	0	0	0
ENSG00000174442	1135	726	1405	568	581	625	950	698	757
ENSG00000259471	1	1	0	2	1	4	1	1	1
ENSG00000274995	39	19	30	8	13	15	10	23	24
ENSG00000261064	4	3	3	6	5	2	13	7	7
ENSG00000276724	2	2	6	6	4	2	7	4	10
ENSG00000262728	7	5	10	13	11	7	25	19	11
ENSG00000277464	0	0	0	0	0	0	0	0	0
ENSG00000198826	1092	698	1085	523	544	502	861	710	703
ENSG00000285948	24	20	15	10	6	12	21	26	12
ENSG00000241818	29	14	11	20	20	25	30	19	22
ENSG00000259721	0	0	0	2	1	3	2	2	2
ENSG00000166923	4	2	1	41	27	39	38	35	52
ENSG00000259392	0	0	0	0	1	0	1	1	3
ENSG00000261794	81	60	99	110	104	97	159	109	114
ENSG00000188467	16	10	3	52	63	65	79	96	87
ENSG00000233932	1	0	2	10	14	10	7	8	6
ENSG00000074803	10	12	9	132	108	115	109	135	109
ENSG00000259235	2	1	2	16	16	22	21	24	14
ENSG00000259385	0	0	0	0	0	0	0	0	0
ENSG00000246922	159	128	156	163	147	183	217	206	246
ENSG00000259993	6	5	4	1	2	5	9	4	4
ENSG00000270955	0	0	3	0	1	2	0	2	1
ENSG00000279417	25	12	15	31	10	22	21	24	18
ENSG00000263070	0	0	0	0	0	0	0	0	0
ENSG00000274966	0	0	0	0	0	0	0	0	0
ENSG00000270055	66	37	67	50	42	34	79	44	44
ENSG00000283345	3	2	3	2	3	5	2	2	3
ENSG00000166664	33	17	46	34	30	41	59	27	36
ENSG00000289455	41	22	45	46	21	26	70	49	47
ENSG00000256338	5	6	10	3	5	3	9	4	7
ENSG00000261401	0	0	0	0	0	0	0	0	0
ENSG00000261561	0	0	0	0	0	0	0	0	0
ENSG00000261497	0	0	0	0	0	0	0	0	0
ENSG00000153684	0	1	0	0	0	0	0	0	0
ENSG00000261524	0	0	0	0	0	0	0	0	0
ENSG00000276928	0	0	0	0	0	0	0	0	0
ENSG00000274532	0	0	0	0	0	0	0	0	0
ENSG00000284628	0	0	0	0	0	0	0	0	0
ENSG00000260159	0	0	0	0	0	0	0	0	0
ENSG00000261365	0	0	0	0	0	0	0	0	0
ENSG00000274814	0	0	0	0	0	0	0	0	0
ENSG00000260053	0	0	0	0	1	0	0	0	1
ENSG00000261041	0	0	0	1	0	0	0	3	0
ENSG00000260444	0	0	0	0	0	0	0	0	0
ENSG00000261581	0	0	0	0	0	0	1	2	0
ENSG00000128731	2078	1592	1912	1915	1579	1458	2758	1700	1852
ENSG00000254398	7	2	2	1	5	1	4	2	3
ENSG00000274632	1	0	0	0	0	0	0	0	0
ENSG00000261480	0	0	0	0	0	0	0	0	0
ENSG00000260844	1	0	1	3	0	1	0	0	3
ENSG00000256951	0	0	0	0	0	0	0	0	0
ENSG00000271616	0	0	0	0	0	0	0	0	1
ENSG00000260399	0	0	0	0	0	0	0	0	0
ENSG00000286598	0	0	0	0	0	0	0	0	0
ENSG00000261418	0	1	0	0	0	0	1	0	0
ENSG00000140406	211	214	156	125	124	116	219	166	169
ENSG00000157890	440	303	322	531	543	498	768	617	671
ENSG00000263512	0	0	1	4	1	4	4	4	2
ENSG00000284783	7	7	6	5	4	8	9	10	4
ENSG00000259330	204	142	163	156	141	154	277	194	216
ENSG00000252714	0	0	0	0	0	0	0	0	0
ENSG00000233041	1	0	0	1	0	0	0	3	1
ENSG00000140323	8	20	21	23	28	32	37	28	29
ENSG00000259368	0	0	0	0	0	0	0	0	0
ENSG00000140320	300	264	228	141	145	176	259	210	202
ENSG00000259364	9	8	12	5	6	9	9	12	8
ENSG00000259211	1	0	2	0	4	2	0	3	2
ENSG00000169105	90	70	108	40	52	49	84	81	69
ENSG00000244251	2	3	1	5	5	3	4	7	4
ENSG00000128928	566	487	613	341	299	298	750	462	512
ENSG00000197535	1062	758	984	603	568	554	1135	777	747
ENSG00000140332	1083	1068	911	672	570	653	1258	920	1016
ENSG00000176454	157	100	138	153	94	110	241	124	142
ENSG00000172379	250	194	249	282	218	218	346	272	274
ENSG00000131876	990	678	787	588	501	493	1115	642	683
ENSG00000140465	37	33	75	41	39	46	47	48	56
ENSG00000104055	0	0	0	3	2	0	4	2	7
ENSG00000274102	0	0	0	0	0	0	0	0	0
ENSG00000215186	8	10	7	74	118	120	85	96	104
ENSG00000206190	0	0	0	1	4	1	1	1	3
ENSG00000128944	642	466	685	297	288	320	611	425	476
ENSG00000259760	4	2	4	7	4	3	5	10	2
ENSG00000274294	7	1	0	3	2	0	4	0	1
ENSG00000259341	10	8	10	26	19	21	24	23	28
ENSG00000286893	0	0	0	0	2	2	1	1	0
ENSG00000279846	0	0	0	0	1	1	0	1	2
ENSG00000241562	0	0	0	0	2	4	3	3	1
ENSG00000201724	5	4	4	8	5	11	15	5	11
ENSG00000183060	262	170	293	199	192	200	338	258	268
ENSG00000258570	0	0	0	0	0	0	0	0	0
ENSG00000140563	3	0	1	7	2	6	8	5	3
ENSG00000258632	0	0	0	0	0	0	0	0	0
ENSG00000287328	0	0	0	0	0	0	0	0	0
ENSG00000287950	0	0	0	0	1	0	0	0	0
ENSG00000285866	0	0	0	0	1	0	0	0	0
ENSG00000259331	0	0	0	0	0	0	0	0	0
ENSG00000069956	1262	730	1238	617	593	660	1170	790	892
ENSG00000289025	0	0	0	0	0	0	0	0	0
ENSG00000288864	6	4	3	5	2	9	17	8	7
ENSG00000188626	1	3	6	20	2	7	15	3	9
ENSG00000271333	0	0	0	0	0	0	0	0	0
ENSG00000289397	0	0	0	0	0	0	0	0	0
ENSG00000138606	37	24	24	17	22	23	57	42	34
ENSG00000261649	2	6	6	3	2	3	4	5	5
ENSG00000225362	2	4	4	11	18	16	15	22	11
ENSG00000260586	1	11	3	7	5	9	8	8	6
ENSG00000212664	7	5	7	5	2	1	18	1	4
ENSG00000278408	1	2	3	3	5	4	2	2	4
ENSG00000278570	23	21	29	28	26	19	36	31	22
ENSG00000260037	20	10	21	15	9	11	19	21	16
ENSG00000200873	0	1	1	2	2	1	3	0	2
ENSG00000259736	11	7	10	27	15	18	41	23	26
ENSG00000140577	607	444	512	454	422	405	710	537	589
ENSG00000167004	3319	2129	2765	538	534	575	1106	842	785
ENSG00000284906	14	16	12	13	14	24	20	19	24
ENSG00000259414	0	0	0	0	0	0	0	0	0
ENSG00000174450	0	0	0	1	0	1	0	1	0
ENSG00000183629	0	0	0	0	0	0	0	0	0
ENSG00000227717	0	0	0	0	0	0	0	0	0
ENSG00000273756	0	0	0	0	0	0	0	0	0
ENSG00000237850	0	0	0	0	0	0	0	0	0
ENSG00000169758	75	79	97	94	110	131	170	130	166
ENSG00000259422	12	9	10	32	42	44	42	58	52
ENSG00000196274	1	1	2	1	2	1	4	2	2
ENSG00000259581	87	87	69	50	70	37	101	99	103
ENSG00000287503	19	21	17	20	20	14	30	25	28
ENSG00000159556	98	90	108	69	56	70	164	92	88
ENSG00000259514	16	14	27	11	11	7	31	14	16
ENSG00000270036	16	16	8	23	15	14	24	21	25
ENSG00000169918	55	42	40	61	58	51	132	59	76
ENSG00000252774	2	2	0	0	2	1	4	1	2
ENSG00000206781	2	0	0	1	0	1	1	0	0
ENSG00000180357	764	655	550	567	521	536	992	684	770
ENSG00000243403	5	6	2	6	3	2	8	10	4
ENSG00000239465	7	5	2	6	14	4	15	9	11
ENSG00000207223	3	2	4	4	2	2	2	4	4
ENSG00000207162	1	1	1	1	0	0	4	3	5
ENSG00000180304	390	378	368	230	240	196	378	346	333
ENSG00000265967	0	0	0	0	0	0	0	0	0
ENSG00000264937	11	9	3	11	9	6	13	14	13
ENSG00000259635	8	7	2	9	8	8	12	11	5
ENSG00000289083	2	2	1	2	3	4	3	2	7
ENSG00000187720	95	82	75	134	108	116	183	124	155
ENSG00000275451	0	0	0	0	0	0	0	3	1
ENSG00000259557	0	0	0	0	1	1	1	0	2
ENSG00000274340	3	2	7	14	21	16	31	32	32
ENSG00000259458	0	1	3	3	0	2	0	3	0
ENSG00000259756	0	2	2	1	1	1	1	1	0
ENSG00000211137	0	0	0	0	0	0	0	0	0
ENSG00000259370	5	2	3	12	6	12	16	6	6
ENSG00000259727	0	0	0	1	0	0	0	1	0
ENSG00000171914	170	148	155	135	98	94	249	142	183
ENSG00000166922	17	14	14	17	12	19	35	24	16
ENSG00000138614	1035	680	1199	761	665	746	1149	918	1018
ENSG00000137815	748	621	789	328	333	346	541	432	449
ENSG00000166823	13	9	26	7	10	11	27	16	21
ENSG00000185033	93	84	83	53	57	58	124	88	92
ENSG00000188549	14	18	21	21	20	27	24	33	36
ENSG00000277987	0	0	1	1	1	2	3	1	1
ENSG00000259237	0	0	0	0	0	0	0	0	0
ENSG00000260232	0	1	2	4	3	4	1	3	6
ENSG00000287704	0	0	0	0	0	0	0	0	0
ENSG00000258476	0	2	1	2	1	0	0	0	1
ENSG00000175746	15	15	8	21	13	25	36	29	33
ENSG00000258551	0	0	0	1	1	0	1	4	1
ENSG00000257060	2	0	4	3	0	0	4	2	4
ENSG00000259704	1	1	2	1	5	0	7	2	3
ENSG00000259583	0	2	2	4	6	2	8	8	4
ENSG00000288850	5	15	7	5	11	13	7	15	10
ENSG00000289522	0	0	0	1	4	3	1	3	0
ENSG00000288745	16	7	7	10	8	8	24	17	6
ENSG00000261549	1	0	1	0	1	0	1	1	1
ENSG00000188501	25	16	21	25	38	31	43	50	49
ENSG00000177693	0	0	0	1	0	0	0	2	1
ENSG00000140545	427	394	423	208	199	162	458	281	315
ENSG00000278222	0	0	0	0	0	0	0	0	0
ENSG00000260978	37	20	30	77	51	35	131	95	89
ENSG00000185043	294	259	410	99	88	99	215	135	146
ENSG00000259941	1	0	0	4	3	1	0	3	3
ENSG00000261823	6	4	10	9	6	16	28	21	23
ENSG00000277245	4	5	5	10	16	7	17	9	14
ENSG00000151575	229	140	232	223	213	206	367	272	351
ENSG00000103966	398	290	297	157	135	147	265	182	187
ENSG00000278493	8	3	2	7	0	4	9	0	2
ENSG00000259883	10	8	9	8	9	8	5	9	10
ENSG00000246740	1	3	7	9	7	6	10	9	9
ENSG00000257797	0	0	0	0	0	0	1	1	2
ENSG00000159337	0	0	2	4	5	5	3	11	9
ENSG00000188089	1	3	4	15	17	10	17	15	24
ENSG00000259394	0	2	2	0	0	2	2	0	1
ENSG00000259498	8	5	7	6	1	2	8	5	6
ENSG00000259627	0	0	0	0	0	0	0	0	0
ENSG00000259672	1	2	0	9	16	7	3	11	4
ENSG00000103642	189	95	183	113	111	109	190	150	165
ENSG00000185088	314	142	319	200	182	197	261	248	212
ENSG00000259622	1	0	0	0	0	0	0	1	0
ENSG00000183496	115	92	98	109	94	93	197	126	128
ENSG00000259518	3	10	9	35	31	30	37	36	32
ENSG00000287872	13	13	7	29	35	39	28	41	51
ENSG00000212170	3	1	1	0	2	2	1	1	2
ENSG00000285974	12	15	16	13	12	9	17	18	17
ENSG00000188659	44	22	56	88	44	67	118	91	103
ENSG00000278662	86	37	94	66	64	58	118	78	84
ENSG00000278202	2	3	4	4	3	3	5	1	3
ENSG00000197978	93	53	65	61	37	50	147	71	58
ENSG00000278603	0	0	0	0	0	0	0	0	0
ENSG00000259637	3	2	2	5	9	10	13	22	20
ENSG00000284803	0	0	0	0	0	0	0	0	1
ENSG00000182774	435	293	398	188	227	214	403	371	286
ENSG00000260836	2	0	2	1	0	0	0	0	1
ENSG00000278013	1	5	7	6	6	7	5	13	9
ENSG00000289703	12	5	6	8	8	8	11	4	13
ENSG00000140598	956	676	954	659	730	698	977	780	907
ENSG00000289704	48	22	44	27	59	33	51	40	65
ENSG00000289128	2	3	4	7	5	1	5	7	8
ENSG00000259218	3	4	0	2	3	3	3	6	6
ENSG00000261478	0	1	0	0	1	2	1	0	0
ENSG00000259713	22	16	16	12	12	14	19	10	17
ENSG00000140534	2007	1806	1759	1598	1481	1563	2621	2087	2180
ENSG00000259615	5	14	6	3	3	2	9	7	5
ENSG00000166813	838	702	955	616	497	525	1092	751	778
ENSG00000140525	4942	3330	4573	3700	3131	3182	6541	4119	4079
ENSG00000104140	31	19	24	14	14	10	37	26	20
ENSG00000274798	0	0	2	0	0	0	1	4	3
ENSG00000104142	231	232	288	172	177	196	317	194	298
ENSG00000251161	7	6	7	11	16	12	18	18	18
ENSG00000128917	10	19	11	10	18	15	21	22	27
ENSG00000259405	0	1	2	1	4	2	1	2	3
ENSG00000128965	40	69	29	55	52	39	90	61	80
ENSG00000259617	8	8	7	8	7	8	13	17	12
ENSG00000259463	18	15	14	11	20	4	20	15	14
ENSG00000259521	9	6	4	4	4	11	7	18	5
ENSG00000280036	16	9	7	10	17	6	19	17	14
ENSG00000259547	8	7	11	6	7	11	19	11	17
ENSG00000283133	0	0	0	1	1	2	0	0	0
ENSG00000157021	15	5	12	3	12	7	13	9	9
ENSG00000240847	1	0	0	1	0	0	0	0	0
ENSG00000128908	950	737	733	1019	908	937	1408	1127	1133
ENSG00000117906	2181	1359	2562	1067	958	1016	1713	1167	1148
ENSG00000243365	1	0	0	0	0	0	1	1	1
ENSG00000259565	1	0	0	2	1	0	1	1	3
ENSG00000140391	2754	1893	3023	888	877	989	1640	1382	1402
ENSG00000259652	0	0	0	0	0	0	0	0	0
ENSG00000278991	163	124	121	70	117	88	167	133	151
ENSG00000269951	166	102	135	110	100	88	129	149	127
ENSG00000140368	14	28	11	38	44	28	53	53	29
ENSG00000260916	164	87	161	150	100	113	223	141	160
ENSG00000260036	1	5	2	1	2	0	1	2	2
ENSG00000069974	112	93	130	145	113	102	196	170	151
ENSG00000178115	0	0	1	2	3	0	1	0	0
ENSG00000171262	573	574	397	323	303	314	572	533	528
ENSG00000259192	7	6	4	2	1	1	10	11	6
ENSG00000286786	149	108	140	183	171	181	333	262	275
ENSG00000259326	87	57	61	106	94	85	166	143	156
ENSG00000259598	3	4	1	15	16	9	22	16	30
ENSG00000172575	416	291	315	544	494	486	947	675	758
ENSG00000179938	2	0	1	7	9	3	19	6	4
ENSG00000273818	0	0	0	0	0	0	0	0	0
ENSG00000207432	1	0	0	0	0	1	1	1	1
ENSG00000261247	18	8	25	22	32	15	45	18	16
ENSG00000277637	0	0	0	0	0	0	0	0	0
ENSG00000260897	0	0	0	0	0	0	0	0	0
ENSG00000261747	0	0	0	0	0	0	0	0	1
ENSG00000259906	0	0	0	0	0	0	0	0	1
ENSG00000225930	76	55	51	73	85	58	113	101	91
ENSG00000206972	0	0	0	0	0	0	1	1	0
ENSG00000238783	0	0	4	0	0	0	0	2	2
ENSG00000238519	0	0	0	0	0	0	0	0	1
ENSG00000274424	0	0	0	0	0	0	0	0	0
ENSG00000240470	0	0	0	0	0	0	0	0	0
ENSG00000213471	9	5	7	15	16	13	33	29	32
ENSG00000275803	5	0	1	8	4	2	10	14	10
ENSG00000273674	3	5	2	12	8	4	19	7	8
ENSG00000138600	691	490	645	456	470	456	718	489	539
ENSG00000180953	59	34	69	80	69	70	130	92	84
ENSG00000288592	1	0	0	1	1	2	2	3	1
ENSG00000289464	0	0	0	0	0	0	0	0	0
ENSG00000258433	0	2	4	0	0	2	5	3	0
ENSG00000258773	1	0	1	0	0	1	0	1	0
ENSG00000280304	11	6	8	15	10	10	23	8	10
ENSG00000285700	1	0	0	0	0	1	4	0	2
ENSG00000243780	0	0	0	0	0	0	0	0	0
ENSG00000240238	2	0	2	0	0	0	1	0	1
ENSG00000201704	0	0	0	0	0	0	0	0	0
ENSG00000140297	6	5	11	12	14	17	14	12	12
ENSG00000140307	456	246	548	217	176	200	380	225	241
ENSG00000227161	3	2	1	3	7	5	6	5	4
ENSG00000259657	8	3	8	6	9	7	13	11	12
ENSG00000259238	5	5	4	4	4	1	0	5	6
ENSG00000234797	141	86	158	35	39	40	108	50	48
ENSG00000286495	2	1	1	9	8	7	8	7	8
ENSG00000259601	1	1	0	11	15	11	16	11	13
ENSG00000289148	0	0	0	0	0	0	0	0	0
ENSG00000259536	13	10	10	13	14	12	28	32	33
ENSG00000128891	176	149	149	108	136	128	272	201	233
ENSG00000223313	6	1	2	2	2	1	5	7	3
ENSG00000166133	125	94	133	117	114	102	164	127	134
ENSG00000203573	0	0	1	0	0	1	1	0	0
ENSG00000137812	2600	1729	2672	910	963	969	1761	1238	1341
ENSG00000265814	3	1	3	0	2	1	4	0	2
ENSG00000259254	10	12	7	4	3	4	10	6	7
ENSG00000245849	120	59	119	54	65	75	148	129	99
ENSG00000067225	6820	5210	5844	2899	2662	2975	6597	4324	4776
ENSG00000259261	0	0	0	0	0	0	0	0	0
ENSG00000270356	0	0	0	0	0	0	0	0	0
ENSG00000271507	0	0	0	0	0	0	0	0	0
ENSG00000221641	0	0	0	0	0	0	0	0	0
ENSG00000259098	0	0	0	0	0	0	0	0	0
ENSG00000258732	0	0	0	0	0	0	0	0	0
ENSG00000274835	0	0	0	0	0	0	0	0	0
ENSG00000273679	1	0	2	1	0	1	0	0	0
ENSG00000274279	0	0	0	0	0	0	0	0	0
ENSG00000274568	0	0	0	0	0	0	0	0	0
ENSG00000275363	0	0	1	0	0	0	0	0	0
ENSG00000281909	0	0	0	0	1	0	1	0	0
ENSG00000277515	0	0	0	0	1	0	0	0	0
ENSG00000277865	0	0	0	0	0	0	0	0	0
ENSG00000182950	3	4	0	2	5	2	5	1	5
ENSG00000246877	21	19	23	14	16	12	36	17	33
ENSG00000260815	1	0	0	0	2	0	1	4	2
ENSG00000261043	1	0	1	0	0	0	2	3	4
ENSG00000284385	0	0	0	0	0	0	0	0	0
ENSG00000241807	0	1	0	2	0	1	1	4	1
ENSG00000261820	0	0	0	1	0	1	0	1	1
ENSG00000140367	577	400	661	461	469	422	720	555	573
ENSG00000266308	2	1	2	0	2	1	1	3	1
ENSG00000167196	2123	1308	1978	2187	2100	2098	4519	2987	3044
ENSG00000169752	67	49	69	180	164	193	282	226	235
ENSG00000260685	6	11	9	18	23	22	46	31	27
ENSG00000140374	2379	1502	2379	1068	1157	1124	1949	1443	1589
ENSG00000261232	2	0	1	4	2	1	1	2	2
ENSG00000261739	1	0	2	1	3	0	0	0	2
ENSG00000175265	1293	723	1196	1028	1012	889	1869	1193	1115
ENSG00000259280	14	5	3	9	19	12	15	12	7
ENSG00000206676	3	3	3	3	0	1	6	2	7
ENSG00000259460	0	0	0	0	0	0	0	0	0
ENSG00000288808	3	9	4	5	5	3	11	12	8
ENSG00000274444	0	1	1	0	1	0	5	0	1
ENSG00000274216	0	0	0	0	0	0	0	0	0
ENSG00000270304	0	1	0	1	0	1	0	1	0
ENSG00000182117	333	188	427	106	126	115	263	189	158
ENSG00000035664	16	20	32	45	42	33	69	48	51
ENSG00000183706	0	0	0	0	0	0	0	0	0
ENSG00000273173	0	0	0	0	0	0	0	0	0
ENSG00000279408	0	0	0	0	0	0	0	0	0
ENSG00000182974	0	0	0	0	0	0	0	0	0
ENSG00000137843	9	13	15	29	25	27	32	33	30
ENSG00000259424	14	7	19	27	18	20	25	30	24
ENSG00000288991	0	0	0	0	1	3	0	1	0
ENSG00000289162	11	7	7	27	18	18	29	17	28
ENSG00000259251	1	0	3	2	0	1	0	5	2
ENSG00000198535	1	2	2	2	1	1	1	1	4
ENSG00000259466	0	0	0	0	2	0	0	1	0
ENSG00000205502	0	0	0	0	0	0	1	1	0
ENSG00000289547	0	2	0	0	0	0	1	0	2
ENSG00000259697	0	0	0	0	1	1	0	2	0
ENSG00000259878	0	0	0	0	1	0	0	0	0
ENSG00000276713	0	0	0	0	0	0	0	0	0
ENSG00000260375	0	0	0	0	0	0	0	0	0
ENSG00000260957	0	0	0	0	0	0	0	0	0
ENSG00000277919	0	0	0	0	0	0	0	0	0
ENSG00000221033	0	0	0	0	0	0	3	1	0
ENSG00000140451	259	142	293	69	67	73	156	114	136
ENSG00000241839	40	49	42	44	38	29	80	44	45
ENSG00000249240	0	1	1	0	2	1	1	0	0
ENSG00000287494	0	2	0	2	3	1	2	0	4
ENSG00000166839	47	53	47	50	58	38	107	53	80
ENSG00000249931	26	16	31	39	40	38	51	36	33
ENSG00000258562	2	1	2	0	1	1	1	2	2
ENSG00000260361	14	11	16	3	6	9	11	17	10
ENSG00000258527	8	14	13	4	6	5	2	1	7
ENSG00000258922	5	2	5	3	4	2	6	12	4
ENSG00000274215	2	2	1	1	0	1	1	1	2
ENSG00000272888	1215	717	1013	858	887	807	1568	1207	1210
ENSG00000289200	4	2	0	0	2	3	4	12	2
ENSG00000288872	2	5	3	4	5	1	4	5	6
ENSG00000284324	1	2	2	0	0	0	0	0	1
ENSG00000289017	68	58	43	65	81	63	114	120	109
ENSG00000182175	73	54	61	104	82	73	200	182	191
ENSG00000258611	4	3	1	4	1	3	7	0	10
ENSG00000140299	1527	829	1207	722	738	852	1246	1089	1127
ENSG00000259661	0	0	0	0	0	0	0	0	0
ENSG00000184508	87	59	121	66	74	96	131	156	138
ENSG00000140553	839	746	979	296	281	283	629	442	492
ENSG00000258384	33	18	18	17	14	13	23	22	24
ENSG00000166965	417	306	535	322	273	308	531	370	398
ENSG00000198901	422	244	375	215	204	184	406	323	276
ENSG00000284946	441	242	398	374	308	316	795	377	490
ENSG00000258725	224	180	190	124	172	153	314	219	214
ENSG00000200142	11	5	7	6	5	3	12	10	11
ENSG00000184056	66	44	95	80	78	66	135	92	103
ENSG00000214432	2	2	5	5	8	17	15	11	13
ENSG00000278514	5	2	8	11	6	1	12	8	10
ENSG00000258542	0	0	0	0	0	0	0	0	0
ENSG00000275929	1	0	0	0	1	0	0	0	2
ENSG00000258665	0	0	0	0	0	1	0	0	0
ENSG00000285661	0	0	0	1	1	2	3	2	2
ENSG00000185518	0	0	0	7	8	9	5	9	14
ENSG00000285883	0	0	0	0	1	0	0	1	1
ENSG00000289066	0	0	0	0	0	0	0	2	1
ENSG00000197627	0	1	0	2	3	1	1	2	3
ENSG00000259551	2	2	2	1	2	1	6	1	2
ENSG00000259302	0	0	0	0	0	0	0	0	0
ENSG00000259244	7	7	8	8	6	7	11	5	3
ENSG00000275120	6	7	7	8	23	8	13	11	15
