gene_id,CK0816,	gene_id	CK0816	CK0817	CK0818	CK0819	CK0820	CK0821	CK0822	CK0823	CK0824
ENSG00000280166	ENSG00000280166	29	20	17	16	15	14	26	30	31
ENSG00000279502	ENSG00000279502	19	14	20	12	18	23	32	30	32
ENSG00000272627	ENSG00000272627	28	17	23	16	11	27	27	38	41
ENSG00000177791	ENSG00000177791|MYOZ1	0	0	0	15	11	27	40	35	49
ENSG00000122884	ENSG00000122884|P4HA1	1227	746	1095	1522	1439	1417	2723	1757	1792
ENSG00000166321	ENSG00000166321|NUDT13	271	237	297	257	325	370	477	433	429
ENSG00000122882	ENSG00000122882|ECD	1063	696	1056	762	729	819	1326	1043	1179
ENSG00000138286	ENSG00000138286|FAM149B1	2003	1185	1856	1798	1520	1619	2862	1666	2173
ENSG00000182180	ENSG00000182180|MRPS16	1867	1269	1916	1215	1260	1358	2254	1750	1845
ENSG00000227540	ENSG00000227540|DNAJC9-AS1	19	21	76	53	78	48	95	70	88
ENSG00000156042	ENSG00000156042|CFAP70	354	312	607	862	909	928	996	993	1050
ENSG00000213700	ENSG00000213700|RPL17P50	44	45	37	42	76	46	92	90	84
ENSG00000232646	ENSG00000232646	4	0	6	4	9	9	9	10	9
ENSG00000237768	ENSG00000237768	8	0	11	11	6	4	14	10	9
ENSG00000201047	ENSG00000201047|Y_RNA	5	4	6	3	5	4	5	11	10
ENSG00000272630	ENSG00000272630	104	93	175	140	142	153	220	175	210
ENSG00000272599	ENSG00000272599	161	103	181	131	175	161	227	224	209
ENSG00000221164	ENSG00000221164|SNORA11F	34	30	36	34	38	37	43	45	49
ENSG00000213551	ENSG00000213551|DNAJC9	1198	926	1207	744	728	790	1185	1492	1180
ENSG00000199201	ENSG00000199201|Y_RNA	3	1	3	7	4	3	2	8	5
ENSG00000227382	ENSG00000227382|EIF4A2P2	31	28	31	85	79	67	82	94	99
ENSG00000288559	ENSG00000288559	162	94	100	151	155	144	213	185	221
ENSG00000236756	ENSG00000236756|DNAJC9-AS1	65	56	44	106	122	137	116	156	157
ENSG00000200356	ENSG00000200356|RNU6-833P	2	1	2	5	4	8	9	8	5
ENSG00000207473	ENSG00000207473|Y_RNA	1	4	0	2	3	4	10	3	3
ENSG00000138279	ENSG00000138279|ANXA7	1609	1061	1990	633	706	785	1221	957	1055
ENSG00000166343	ENSG00000166343|MSS51	153	106	127	177	129	121	264	156	179
ENSG00000107758	ENSG00000107758|PPP3CB	1280	966	1128	936	817	763	1376	975	1087
ENSG00000221817	ENSG00000221817|PPP3CB-AS1	192	149	251	119	126	70	176	143	241
ENSG00000166348	ENSG00000166348|USP54	1083	827	916	915	802	874	1465	1083	1205
ENSG00000233144	ENSG00000233144	4	8	2	8	9	8	13	7	8
ENSG00000229659	ENSG00000229659|RPL26P6	32	16	26	14	27	37	33	31	33
ENSG00000207327	ENSG00000207327|RNU6-883P	5	1	5	2	3	2	2	3	6
ENSG00000237139	ENSG00000237139|RPS26P41	6	0	6	5	5	7	3	0	10
ENSG00000268584	ENSG00000268584	16	15	35	29	39	40	65	53	38
ENSG00000272791	ENSG00000272791	20	17	25	45	36	24	89	50	50
ENSG00000122861	ENSG00000122861|PLAU	9	0	25	17	25	29	33	20	44
ENSG00000222047	ENSG00000222047|C10orf55	0	0	0	0	4	6	6	4	0
ENSG00000148660	ENSG00000148660|CAMK2G	735	543	923	458	424	459	817	579	349
ENSG00000224195	ENSG00000224195|CAMK2G-AS1	0	0	0	0	0	1	0	0	0
ENSG00000229990	ENSG00000229990	14	19	22	4	6	13	17	24	25
ENSG00000166317	ENSG00000166317|SYNPO2L	11	11	6	35	43	25	27	44	61
ENSG00000271848	ENSG00000271848|SYNPO2L-AS1	10	12	10	25	24	25	28	27	36
ENSG00000172650	ENSG00000172650|AGAP5	102	114	162	256	122	208	313	164	182
ENSG00000214655	ENSG00000214655|ZSWIM8	1467	1343	1641	1167	926	1060	1782	1317	1548
ENSG00000272916	ENSG00000272916	228	258	526	223	430	428	278	499	223
ENSG00000242288	ENSG00000242288|BMS1P4-AGAP5	170	61	185	127	291	143	170	238	255
ENSG00000271816	ENSG00000271816|BMS1P4	56	63	128	105	15	191	259	54	173
ENSG00000272140	ENSG00000272140	71	61	47	79	85	74	133	127	90
ENSG00000252072	ENSG00000252072|RNA5SP320	1	1	0	0	1	0	0	2	0
ENSG00000290737	ENSG00000290737	95	120	74	153	120	124	163	218	164
ENSG00000242338	ENSG00000242338|BMS1P4	12	15	12	15	16	16	28	33	22
ENSG00000291043	ENSG00000291043|GLUD1P3	94	50	12	55	14	48	117	66	108
ENSG00000250959	ENSG00000250959|GLUD1P3	7	11	10	10	12	11	23	12	9
ENSG00000235316	ENSG00000235316|DUSP8P5	48	44	30	42	32	18	69	31	48
ENSG00000270808	ENSG00000270808	9	9	9	6	10	2	6	7	5
ENSG00000279088	ENSG00000279088	306	187	319	201	218	170	493	279	287
ENSG00000176986	ENSG00000176986|SEC24C	1759	1370	2095	673	650	656	1266	938	1052
ENSG00000279689	ENSG00000279689	187	79	165	83	63	86	123	85	87
ENSG00000196968	ENSG00000196968|FUT11	417	220	277	295	293	301	624	406	397
ENSG00000288823	ENSG00000288823	19	20	30	28	15	16	48	24	49
ENSG00000172586	ENSG00000172586|CHCHD1	482	288	619	299	203	170	468	308	305
ENSG00000280238	ENSG00000280238	2	2	5	4	5	2	2	7	4
ENSG00000272589	ENSG00000272589|ZSWIM8-AS1	16	4	19	53	4	2	91	11	21
ENSG00000166507	ENSG00000166507|NDST2	370	224	222	160	20	24	346	141	353
ENSG00000237882	ENSG00000237882|PPIAP13	3	4	1	1	1	4	6	3	3
ENSG00000188716	ENSG00000188716|DUSP29	0	0	0	0	0	0	0	0	0
ENSG00000285810	ENSG00000285810	2	0	0	8	8	0	0	5	8
ENSG00000272748	ENSG00000272748	0	0	0	1	5	0	5	8	4
ENSG00000156650	ENSG00000156650|KAT6B	1524	1167	1147	881	939	1009	1330	1315	1258
ENSG00000227186	ENSG00000227186	0	0	0	0	0	0	0	0	0
ENSG00000234149	ENSG00000234149	4	2	5	0	0	4	0	0	4
ENSG00000035403	ENSG00000035403|VCL	5320	4173	4288	1945	1866	1808	3564	2577	2803
ENSG00000156110	ENSG00000156110|ADK	1090	688	950	607	587	494	964	731	772
ENSG00000225761	ENSG00000225761	14	20	13	13	10	9	18	22	21
ENSG00000185009	ENSG00000185009|AP3M1	2495	1433	2350	1202	1279	1296	2538	1677	2020
ENSG00000236900	ENSG00000236900|TIMM9P1	10	16	12	12	15	15	22	23	22
ENSG00000214629	ENSG00000214629|RPSAP6	23	24	24	45	32	18	63	55	40
ENSG00000213731	ENSG00000213731|RAB5CP1	22	36	27	14	23	10	33	24	43
ENSG00000232342	ENSG00000232342	39	19	28	40	37	22	53	32	36
ENSG00000226253	ENSG00000226253|MRPL35P3	11	6	13	10	16	6	18	15	9
ENSG00000206756	ENSG00000206756|Y_RNA	4	2	3	1	5	12	4	4	6
ENSG00000271710	ENSG00000271710|NDUFA8P1	6	10	9	7	15	23	21	11	13
ENSG00000214626	ENSG00000214626|POLR3DP1	27	21	20	22	15	24	27	25	34
ENSG00000079393	ENSG00000079393|DUSP13	0	0	0	0	4	0	0	0	0
ENSG00000156671	ENSG00000156671|SAMD8	1894	1304	1603	1483	1393	1357	2591	1750	1721
ENSG00000165637	ENSG00000165637|VDAC2	2711	1740	2385	1387	1178	1032	2249	1535	1474
ENSG00000165644	ENSG00000165644|COMTD1	231	147	253	168	144	124	348	156	244
ENSG00000232437	ENSG00000232437|RPS26P42	6	2	9	1	7	6	4	10	14
ENSG00000226051	ENSG00000226051|ZNF503-AS1	4	12	9	37	39	24	45	40	29
ENSG00000233313	ENSG00000233313|HMGA1P5	0	1	1	0	1	0	0	0	0
ENSG00000270087	ENSG00000270087	1	1	1	2	4	4	3	1	3
ENSG00000223428	ENSG00000223428	0	1	0	0	0	0	2	4	0
ENSG00000237149	ENSG00000237149|ZNF503-AS2	98	109	66	108	157	126	196	171	233
ENSG00000227271	ENSG00000227271|RPL39P25	1	1	1	1	1	0	2	1	1
ENSG00000236797	ENSG00000236797|SPA17P1	1	0	1	2	3	7	9	18	12
ENSG00000165655	ENSG00000165655|ZNF503	1511	1354	1498	1966	1511	1751	3529	2219	2670
ENSG00000273248	ENSG00000273248	11	19	23	23	16	26	31	33	35
ENSG00000272692	ENSG00000272692	34	31	27	65	79	65	156	105	143
ENSG00000224948	ENSG00000224948|ATP5MC1P8	1	0	0	0	0	0	0	0	1
ENSG00000277981	ENSG00000277981	2	3	0	11	4	5	6	13	7
ENSG00000213514	ENSG00000213514	21	18	22	32	18	30	29	38	39
ENSG00000199664	ENSG00000199664|RNU6-1266P	3	1	0	1	0	2	2	1	2
ENSG00000148655	ENSG00000148655|LRMDA	25	22	42	72	86	62	97	95	85
ENSG00000207583	ENSG00000207583|MIR606	0	0	1	4	3	3	1	6	5
ENSG00000201954	ENSG00000201954|RNU6-673P	0	0	0	1	2	2	1	2	4
ENSG00000230575	ENSG00000230575	0	0	1	5	6	8	3	7	9
ENSG00000269256	ENSG00000269256	0	0	0	0	0	0	5	3	3
ENSG00000279814	ENSG00000279814	2	2	1	49	99	49	47	68	55
ENSG00000286715	ENSG00000286715	12	7	9	46	50	49	47	62	50
ENSG00000268659	ENSG00000268659	9	4	15	36	27	49	34	36	42
ENSG00000228280	ENSG00000228280	7	5	3	12	26	19	25	25	35
ENSG00000265486	ENSG00000265486|RN7SL518P	2	3	1	3	4	2	3	1	4
ENSG00000278992	ENSG00000278992	2	0	1	8	3	0	2	3	2
ENSG00000156113	ENSG00000156113|KCNMA1	19	31	37	79	64	73	99	80	103
ENSG00000236467	ENSG00000236467|KCNMA1-AS1	0	0	0	0	7	13	9	11	12
ENSG00000225497	ENSG00000225497|KCNMA1-AS2	0	0	0	3	0	0	0	0	0
ENSG00000224500	ENSG00000224500	0	0	0	0	0	0	0	0	0
ENSG00000225652	ENSG00000225652|KCNMA1-AS3	0	4	0	9	8	4	5	8	7
ENSG00000228092	ENSG00000228092|COX6CP15	0	0	0	1	2	0	0	0	0
ENSG00000199592	ENSG00000199592|RNA5SP321	0	0	0	0	1	1	2	0	1
ENSG00000233871	ENSG00000233871|DLG5-AS1	19	16	24	49	35	47	42	32	31
ENSG00000228748	ENSG00000228748	27	33	58	72	54	23	59	49	73
ENSG00000151208	ENSG00000151208|DLG5	1616	1431	1770	1135	1029	1069	1808	1305	1475
ENSG00000213513	ENSG00000213513|IMPDH1P5	17	35	22	13	22	21	38	36	34
ENSG00000204049	ENSG00000204049	25	20	28	15	17	28	31	30	27
ENSG00000243446	ENSG00000243446|RN7SL284P	4	9	10	4	7	6	14	3	7
ENSG00000283096	ENSG00000283096	3	5	0	16	17	13	29	12	18
ENSG00000224596	ENSG00000224596|ZMIZ1-AS1	7	0	0	3	12	0	12	9	0
ENSG00000229569	ENSG00000229569	0	0	0	2	0	0	0	0	0
ENSG00000230417	ENSG00000230417|LINC00595	7	12	12	161	109	82	160	87	111
ENSG00000282863	ENSG00000282863	3	0	0	5	8	3	8	12	6
ENSG00000288090	ENSG00000288090	0	0	1	23	5	11	15	12	8
ENSG00000229543	ENSG00000229543	0	0	0	9	5	4	7	6	6
ENSG00000230229	ENSG00000230229	0	0	0	3	4	0	6	0	5
ENSG00000201393	ENSG00000201393|SNORA71	0	0	0	4	1	4	4	0	1
ENSG00000282952	ENSG00000282952	0	0	0	3	0	0	2	0	0
ENSG00000108175	ENSG00000108175|ZMIZ1	373	503	324	212	180	203	371	305	314
ENSG00000108179	ENSG00000108179|PPIF	1606	1311	1457	634	680	668	1111	965	1039
ENSG00000165424	ENSG00000165424|ZCCHC24	266	235	302	184	163	144	342	183	240
ENSG00000235426	ENSG00000235426	4	0	0	1	4	4	0	2	7
ENSG00000232965	ENSG00000232965|RPS12P18	1	1	1	2	0	1	0	2	2
ENSG00000185303	ENSG00000185303|SFTPA2	9	0	3	8	8	4	10	14	6
ENSG00000219430	ENSG00000219430|MBL3P	0	0	0	0	0	0	0	0	5
ENSG00000225827	ENSG00000225827|SFTPA3P	4	2	0	2	1	1	0	2	4
ENSG00000259021	ENSG00000259021|TPRX1P1	0	0	0	2	0	0	0	0	0
ENSG00000241317	ENSG00000241317	0	0	0	0	0	0	0	0	0
ENSG00000235705	ENSG00000235705	0	0	0	0	1	0	0	0	1
ENSG00000253626	ENSG00000253626|EIF5AL1	251	215	189	61	54	54	157	101	86
ENSG00000148606	ENSG00000148606|POLR3A	2614	2134	2179	1801	1432	1464	2847	2097	2388
ENSG00000234612	ENSG00000234612|H2AZP5	0	0	0	3	0	2	4	2	1
ENSG00000274686	ENSG00000274686|Metazoa_SRP	0	1	1	3	3	2	4	4	3
ENSG00000138326	ENSG00000138326|RPS24	17076	11430	16380	6224	6096	6316	13014	8714	9114
ENSG00000122852	ENSG00000122852|SFTPA1	8	11	8	14	5	8	24	33	13
ENSG00000226676	ENSG00000226676|LINC02679	8	8	0	7	11	14	22	10	30
ENSG00000214584	ENSG00000214584|PGGT1BP2	2	1	6	1	3	6	7	3	9
ENSG00000224760	ENSG00000224760|C1DP3	1	0	0	2	1	1	3	1	0
ENSG00000236217	ENSG00000236217|C1DP2	2	0	0	3	3	2	4	2	1
ENSG00000227515	ENSG00000227515|C1DP4	5	0	0	5	7	2	1	0	1
ENSG00000242600	ENSG00000242600|MBL1P	35	31	61	25	26	35	50	71	40
ENSG00000283913	ENSG00000283913	31	23	48	42	33	25	70	59	59
ENSG00000133661	ENSG00000133661|SFTPD	7	13	22	15	20	6	34	27	32
ENSG00000235924	ENSG00000235924|ZNRF2P3	0	1	0	0	0	0	1	1	2
ENSG00000283101	ENSG00000283101|BMS1P21	3	4	2	2	5	5	2	2	2
ENSG00000273372	ENSG00000273372|SFTPD-AS1	16	16	21	18	10	19	32	18	23
ENSG00000230091	ENSG00000230091|TMEM254-AS1	24	25	34	41	57	49	50	49	59
ENSG00000133678	ENSG00000133678|TMEM254	197	132	246	129	117	119	259	159	194
ENSG00000279399	ENSG00000279399	0	0	0	0	0	0	0	0	0
ENSG00000282432	ENSG00000282432	1	0	1	1	1	1	1	1	1
ENSG00000235858	ENSG00000235858	0	0	0	0	0	0	0	0	0
ENSG00000151224	ENSG00000151224|MAT1A	9	7	8	0	0	0	4	2	7
ENSG00000225484	ENSG00000225484|NUTM2B-AS1	2355	1720	1465	1082	748	1031	2088	1175	1715
ENSG00000188199	ENSG00000188199|NUTM2B	131	159	75	67	86	111	117	127	115
ENSG00000228570	ENSG00000228570|NUTM2E	172	210	122	124	145	142	188	210	209
ENSG00000244733	ENSG00000244733	171	94	79	106	121	95	170	137	112
ENSG00000272489	ENSG00000272489	98	46	69	68	77	52	125	100	94
ENSG00000280355	ENSG00000280355	179	108	102	135	93	104	179	101	106
ENSG00000278616	ENSG00000278616|BEND3P3	136	216	117	108	97	89	175	142	116
ENSG00000224886	ENSG00000224886	6	2	5	1	2	3	4	2	1
ENSG00000272447	ENSG00000272447	71	59	81	33	43	40	74	70	94
ENSG00000170788	ENSG00000170788|DYDC1	0	0	0	0	0	0	0	0	0
ENSG00000133665	ENSG00000133665|DYDC2	8	0	6	0	0	0	5	0	0
ENSG00000189129	ENSG00000189129|PLAC9	10	9	9	5	7	6	7	5	3
ENSG00000122359	ENSG00000122359|ANXA11	1120	871	1262	449	405	438	925	698	753
ENSG00000237523	ENSG00000237523|LINC00857	63	72	92	21	30	26	45	42	40
ENSG00000234382	ENSG00000234382	0	0	4	0	0	0	0	0	0
ENSG00000234319	ENSG00000234319|RPS12P2	3	2	2	0	3	0	1	0	1
ENSG00000234743	ENSG00000234743|EIF5AP4	57	60	50	11	14	9	24	19	24
ENSG00000122378	ENSG00000122378|PRXL2A	650	463	758	355	318	333	692	428	496
ENSG00000233353	ENSG00000233353|RPS7P9	1	0	0	0	0	0	0	0	0
ENSG00000226466	ENSG00000226466|RPA2P2	2	1	1	0	0	0	2	0	0
ENSG00000108219	ENSG00000108219|TSPAN14	353	372	287	226	218	132	372	244	305
ENSG00000178217	ENSG00000178217|SH2D4B	11	0	10	7	0	0	6	4	5
ENSG00000226659	ENSG00000226659|TSPAN14-AS1	2	0	0	0	0	0	4	0	0
ENSG00000200789	ENSG00000200789|RNU1-65P	1	1	0	1	1	1	1	1	1
ENSG00000204033	ENSG00000204033|LRIT2	2	0	0	4	14	8	6	13	8
ENSG00000148600	ENSG00000148600|CDHR1	70	82	105	99	121	68	178	120	149
ENSG00000229404	ENSG00000229404|LINC00858	46	55	112	72	39	62	135	138	90
ENSG00000165678	ENSG00000165678|GHITM	4230	2561	4235	1467	1349	1417	2590	1868	2033
ENSG00000271933	ENSG00000271933	3	0	0	0	0	2	3	8	7
ENSG00000178429	ENSG00000178429|RPS3AP5	505	324	541	135	150	118	309	219	176
ENSG00000223064	ENSG00000223064|RNU6-325P	1	0	0	1	0	0	0	0	0
ENSG00000280134	ENSG00000280134	6	5	10	13	12	5	14	19	23
ENSG00000107771	ENSG00000107771|CCSER2	1197	859	1140	907	855	798	1391	1075	1051
ENSG00000233189	ENSG00000233189|RPL12P29	6	9	11	6	8	4	22	6	11
ENSG00000225423	ENSG00000225423|TNPO1P1	37	19	42	16	24	27	42	36	26
ENSG00000225928	ENSG00000225928|CACYBPP1	9	10	9	9	4	8	19	10	9
ENSG00000286359	ENSG00000286359	2	0	0	0	0	4	4	0	0
ENSG00000234942	ENSG00000234942|GRID1-AS1	6	8	10	16	11	5	13	13	13
ENSG00000182771	ENSG00000182771|GRID1	85	72	88	97	70	66	163	88	106
ENSG00000252292	ENSG00000252292|RN7SKP238	0	0	0	0	0	0	2	0	0
ENSG00000236606	ENSG00000236606	0	1	0	2	4	3	7	4	2
ENSG00000199104	ENSG00000199104|MIR346	0	1	3	1	0	0	1	1	0
ENSG00000278333	ENSG00000278333	3	0	0	2	0	2	4	1	0
ENSG00000270002	ENSG00000270002	8	10	25	10	4	0	10	7	16
ENSG00000200487	ENSG00000200487|RNA5SP322	1	2	2	0	1	0	3	1	0
ENSG00000230507	ENSG00000230507|RPL7AP8	2	1	1	3	2	3	2	1	1
ENSG00000122375	ENSG00000122375|OPN4	0	0	0	0	8	10	0	3	0
ENSG00000289258	ENSG00000289258	0	0	0	0	3	0	0	0	2
ENSG00000122367	ENSG00000122367|LDB3	10	20	9	45	67	45	88	65	87
ENSG00000062650	ENSG00000062650|WAPL	5132	3399	4779	2810	2612	2677	4155	3377	3718
ENSG00000212332	ENSG00000212332|RNU6-780P	10	6	5	7	6	7	10	8	16
ENSG00000227896	ENSG00000227896|WAPL-DT	45	41	99	121	100	93	225	145	125
ENSG00000271573	ENSG00000271573	1	4	0	1	1	1	1	1	2
ENSG00000200253	ENSG00000200253|RNU6-529P	2	0	3	0	1	2	2	1	0
ENSG00000107779	ENSG00000107779|BMPR1A	1789	1137	1907	756	776	897	1450	1126	1250
ENSG00000173269	ENSG00000173269|MMRN2	70	48	50	20	16	18	40	28	57
ENSG00000173267	ENSG00000173267|SNCG	3	2	0	0	0	2	6	1	3
ENSG00000272734	ENSG00000272734|ADIRF-AS1	1	0	2	0	3	0	3	4	4
ENSG00000148671	ENSG00000148671|ADIRF	1	0	1	1	1	2	0	3	2
ENSG00000273413	ENSG00000273413	0	0	0	0	0	0	0	0	0
ENSG00000240089	ENSG00000240089|BMS1P3	0	0	0	2	0	0	0	0	0
ENSG00000261011	ENSG00000261011|AGAP11	0	0	0	10	6	0	0	0	0
ENSG00000229969	ENSG00000229969	0	0	0	0	0	0	0	0	0
ENSG00000188100	ENSG00000188100|FAM25A	0	0	0	0	0	0	0	0	0
ENSG00000272631	ENSG00000272631	133	106	138	236	275	234	493	358	394
ENSG00000270874	ENSG00000270874|RPAP2P1	26	44	39	20	11	17	43	35	22
ENSG00000200176	ENSG00000200176|RNU1-19P	3	2	1	1	3	2	9	1	4
ENSG00000281974	ENSG00000281974	4	10	9	1	7	2	3	8	2
ENSG00000271880	ENSG00000271880	50	19	42	20	41	64	52	33	65
ENSG00000151303	ENSG00000151303	27	38	35	63	25	29	76	70	24
ENSG00000272508	ENSG00000272508	5	4	3	8	9	16	5	4	18
ENSG00000237740	ENSG00000237740|NPAP1P3	1	1	0	1	3	9	2	4	4
ENSG00000228055	ENSG00000228055|FAM245A	6	4	3	4	10	3	9	9	6
ENSG00000231569	ENSG00000231569	0	0	1	0	2	0	1	2	0
ENSG00000283672	ENSG00000283672|MIR4678	0	0	1	0	2	1	1	3	1
ENSG00000107789	ENSG00000107789|MINPP1	862	493	1070	587	501	505	934	716	673
ENSG00000286445	ENSG00000286445	11	6	5	4	10	20	22	18	15
ENSG00000148672	ENSG00000148672|GLUD1	3372	1907	2863	2169	2160	2042	3936	2831	3076
ENSG00000122376	ENSG00000122376|SHLD2	1352	886	1374	863	959	878	1419	1086	1262
ENSG00000223482	ENSG00000223482|NUTM2A-AS1	2122	1622	1698	1312	1404	1282	1902	1852	1710
ENSG00000184923	ENSG00000184923|NUTM2A	96	106	112	90	94	65	173	104	151
ENSG00000224914	ENSG00000224914|LINC00863	293	231	250	159	214	203	352	350	372
ENSG00000237280	ENSG00000237280	23	22	25	21	33	30	56	26	48
ENSG00000273946	ENSG00000273946|RN7SL733P	12	5	7	9	4	8	10	12	9
ENSG00000287077	ENSG00000287077	52	62	35	25	55	32	81	53	49
ENSG00000285257	ENSG00000285257	23	21	29	15	17	17	32	29	27
ENSG00000214562	ENSG00000214562|NUTM2D	157	149	118	93	106	107	173	159	169
ENSG00000227905	ENSG00000227905|MED6P1	0	0	0	11	7	5	6	0	9
ENSG00000204022	ENSG00000204022|LIPJ	0	0	0	0	0	6	5	6	5
ENSG00000184719	ENSG00000184719|RNLS	7	0	5	17	25	15	22	17	28
ENSG00000289952	ENSG00000289952	0	0	0	0	2	4	0	0	1
ENSG00000233292	ENSG00000233292	1	1	1	0	2	3	1	2	0
ENSG00000138134	ENSG00000138134|STAMBPL1	211	150	172	108	145	114	169	170	173
ENSG00000107796	ENSG00000107796|ACTA2	56	26	35	28	47	43	87	61	44
ENSG00000180139	ENSG00000180139|ACTA2-AS1	18	12	10	10	11	31	16	21	26
ENSG00000026103	ENSG00000026103|FAS	166	90	140	325	242	248	437	269	239
ENSG00000275693	ENSG00000275693	0	0	0	0	0	0	0	1	1
ENSG00000286116	ENSG00000286116	22	20	10	28	27	24	50	34	38
ENSG00000196566	ENSG00000196566	0	0	0	0	11	0	0	0	0
ENSG00000138138	ENSG00000138138|ATAD1	2528	1519	2383	1727	1630	1633	2789	2184	2213
ENSG00000290782	ENSG00000290782|CFL1P1	8	18	22	44	35	23	52	34	38
ENSG00000243782	ENSG00000243782|RN7SL78P	0	2	3	2	2	1	5	2	6
ENSG00000171862	ENSG00000171862|PTEN	3202	2059	3397	2428	2521	2635	3569	3197	3386
ENSG00000225913	ENSG00000225913	4	4	5	4	14	10	18	15	7
ENSG00000234192	ENSG00000234192|RPS26P38	4	1	0	1	4	1	1	1	3
ENSG00000198682	ENSG00000198682|PAPSS2	930	567	756	565	550	558	971	717	702
ENSG00000223820	ENSG00000223820|CFL1P1	5	6	1	1	1	13	1	1	1
ENSG00000227268	ENSG00000227268|KLLN	23	23	19	43	41	63	76	85	92
ENSG00000289051	ENSG00000289051	1	1	0	1	1	1	1	1	1
ENSG00000213613	ENSG00000213613|RPL11P3	35	24	36	24	16	27	30	43	39
ENSG00000107798	ENSG00000107798|LIPA	1360	715	1754	412	336	370	876	576	538
ENSG00000232110	ENSG00000232110	0	0	2	8	9	11	5	4	3
ENSG00000119922	ENSG00000119922|IFIT2	874	540	827	346	171	162	126	65	55
ENSG00000119917	ENSG00000119917|IFIT3	379	275	427	81	110	129	113	89	82
ENSG00000152778	ENSG00000152778|IFIT5	566	358	653	528	488	575	928	638	670
ENSG00000224289	ENSG00000224289|IFIT6P	7	5	4	11	13	5	16	13	10
ENSG00000204010	ENSG00000204010|IFIT1B	8	9	13	15	16	27	33	18	35
ENSG00000185745	ENSG00000185745|IFIT1	722	474	965	245	250	324	271	194	195
ENSG00000232229	ENSG00000232229|LINC00865	4	7	4	36	27	19	39	31	32
ENSG00000270670	ENSG00000270670|MARK2P16	1	1	1	0	0	7	0	0	0
ENSG00000224750	ENSG00000224750	0	0	0	2	0	0	0	5	0
ENSG00000238291	ENSG00000238291	0	0	0	0	0	0	0	0	0
ENSG00000283053	ENSG00000283053	0	0	1	0	2	2	0	2	2
ENSG00000236373	ENSG00000236373|LINC02653	5	0	0	0	0	7	1	4	0
ENSG00000280560	ENSG00000280560|LINC01374	0	0	0	0	0	3	0	13	4
ENSG00000226159	ENSG00000226159|LINC01375	0	0	0	7	3	9	6	9	6
ENSG00000228938	ENSG00000228938|SNRPD2P1	1	2	6	2	1	0	2	1	2
ENSG00000287150	ENSG00000287150	4	0	0	0	0	0	0	0	0
ENSG00000222451	ENSG00000222451|RN7SKP143	1	1	1	1	1	1	1	1	2
ENSG00000289512	ENSG00000289512	0	0	2	6	6	13	20	14	16
ENSG00000225519	ENSG00000225519	0	0	0	0	0	8	0	0	5
ENSG00000273124	ENSG00000273124	0	0	0	0	1	3	0	3	0
ENSG00000234043	ENSG00000234043|NUDT9P1	9	6	10	3	13	4	4	7	6
ENSG00000224851	ENSG00000224851|LINC00502	0	0	0	5	5	9	6	0	8
ENSG00000220585	ENSG00000220585|DDX18P6	1	0	2	8	9	5	6	14	8
ENSG00000286981	ENSG00000286981	0	0	0	0	0	3	7	7	4
ENSG00000234452	ENSG00000234452|SLC16A12-AS1	0	0	0	0	3	0	0	0	3
ENSG00000152779	ENSG00000152779|SLC16A12	20	25	35	21	22	18	41	21	21
ENSG00000198997	ENSG00000198997|MIR107	0	0	0	0	0	0	0	0	0
ENSG00000232936	ENSG00000232936|PANK1-AS1	0	0	8	20	8	18	18	24	17
ENSG00000225836	ENSG00000225836	0	0	0	0	3	1	0	5	4
ENSG00000235100	ENSG00000235100	50	37	58	99	93	96	151	121	135
ENSG00000152782	ENSG00000152782|PANK1	615	305	395	286	297	337	405	382	427
ENSG00000240996	ENSG00000240996	15	20	47	54	34	26	72	53	42
ENSG00000138182	ENSG00000138182|KIF20B	5660	3501	5809	3468	3209	3160	5191	3909	4122
ENSG00000283578	ENSG00000283578|MTND5P42	19	3	15	11	11	11	33	19	17
ENSG00000148680	ENSG00000148680|HTR7	25	16	20	8	11	16	24	13	33
ENSG00000289580	ENSG00000289580	0	0	0	0	3	0	0	0	0
ENSG00000148688	ENSG00000148688|RPP30	1523	1021	1446	575	632	650	1048	854	941
ENSG00000222305	ENSG00000222305|Y_RNA	4	6	7	7	4	8	6	6	5
ENSG00000148677	ENSG00000148677|ANKRD1	696	855	731	115	153	122	106	172	171
ENSG00000201604	ENSG00000201604|RNU6-740P	1	2	0	5	4	5	4	3	3
ENSG00000180628	ENSG00000180628|PCGF5	2333	1422	1996	1540	1412	1435	2310	1748	1626
ENSG00000213449	ENSG00000213449|GAPDHP28	1	1	1	0	1	2	5	1	1
ENSG00000119938	ENSG00000119938|PPP1R3C	7	7	25	15	28	36	37	31	30
ENSG00000289228	ENSG00000289228	0	0	3	0	0	1	0	2	0
ENSG00000165338	ENSG00000165338|HECTD2	1099	690	988	1255	1099	1137	1545	1194	1345
ENSG00000223876	ENSG00000223876|RPS27P1	0	0	0	0	0	2	0	0	0
ENSG00000271385	ENSG00000271385	1	2	3	1	2	1	5	1	4
ENSG00000272817	ENSG00000272817	0	4	0	0	0	0	0	0	0
ENSG00000174721	ENSG00000174721|FGFBP3	34	26	52	22	23	44	35	43	25
ENSG00000228701	ENSG00000228701|TNKS2-DT	23	19	38	34	33	29	38	26	45
ENSG00000107854	ENSG00000107854|TNKS2	3658	2427	3111	2320	2170	2311	3336	2552	2542
