Ensembl	Gene
ENSG00000167695	TLCD3A
ENSG00000167699	GLOD4
ENSG00000167702	KIFC2
ENSG00000167716	WDR81
ENSG00000167770	OTUB1
ENSG00000167775	CD320
ENSG00000167792	NDUFV1
ENSG00000167797	CDK2AP2
ENSG00000167815	PRDX2
ENSG00000167861	HID1
ENSG00000167863	ATP5PD
ENSG00000167881	SRP68
ENSG00000167900	TK1
ENSG00000167930	FAM234A
ENSG00000167969	ECI1
ENSG00000167972	ABCA3
ENSG00000167977	KCTD5
ENSG00000167978	SRRM2
ENSG00000167986	DDB1
ENSG00000167987	VPS37C
ENSG00000167996	FTH1
ENSG00000168002	POLR2G
ENSG00000168036	CTNNB1
ENSG00000168090	COPS6
ENSG00000168101	NUDT16L1
ENSG00000168118	RAB4A
ENSG00000168159	RNF187
ENSG00000168268	NT5DC2
ENSG00000168273	UQCC5
ENSG00000168275	COA6
ENSG00000168291	PDHB
ENSG00000168374	ARF4
ENSG00000168385	SEPTIN2
ENSG00000168389	MFSD2A
ENSG00000168393	DTYMK
ENSG00000168439	STIP1
ENSG00000168476	REEP4
ENSG00000168496	FEN1
ENSG00000168528	SERINC2
ENSG00000168653	NDUFS5
ENSG00000168701	TMEM208
ENSG00000168710	AHCYL1
ENSG00000168734	PKIG
ENSG00000168763	CNNM3
ENSG00000168781	PPIP5K1
ENSG00000168792	ABHD15
ENSG00000168884	TNIP2
ENSG00000168894	RNF181
ENSG00000168924	LETM1
ENSG00000168938	PPIC
ENSG00000169019	COMMD8
ENSG00000169020	ATP5ME
ENSG00000169021	UQCRFS1
ENSG00000169045	HNRNPH1
ENSG00000169057	MECP2
ENSG00000169105	CHST14
ENSG00000169136	ATF5
ENSG00000169139	UBE2V2
ENSG00000169223	LMAN2
ENSG00000169230	PRELID1
ENSG00000169245	CXCL10
ENSG00000169299	PGM2
ENSG00000169439	SDC2
ENSG00000169504	CLIC4
ENSG00000169570	DTWD2
ENSG00000169607	CKAP2L
ENSG00000169612	RAMAC
ENSG00000169679	BUB1
ENSG00000169689	CENPX
ENSG00000169692	AGPAT2
ENSG00000169696	ASPSCR1
ENSG00000169710	FASN
ENSG00000169714	CNBP
ENSG00000169718	DUS1L
ENSG00000169727	GPS1
ENSG00000169738	DCXR
ENSG00000169895	SYAP1
ENSG00000169976	SF3B5
ENSG00000170027	YWHAG
ENSG00000170043	TRAPPC1
ENSG00000170142	UBE2E1
ENSG00000170248	PDCD6IP
ENSG00000170266	GLB1
ENSG00000170270	GON7
ENSG00000170291	ELP5
ENSG00000170315	UBB
ENSG00000170348	TMED10
ENSG00000170473	PYM1
ENSG00000170500	LONRF2
ENSG00000170502	NUDT9
ENSG00000170540	ARL6IP1
ENSG00000170577	SIX2
ENSG00000170638	TRABD
ENSG00000170791	CHCHD7
ENSG00000170837	GPR27
ENSG00000170855	TRIAP1
ENSG00000170860	LSM3
ENSG00000170889	RPS9
ENSG00000170892	TSEN34
ENSG00000170906	NDUFA3
ENSG00000171004	HS6ST2
ENSG00000171130	ATP6V0E2
ENSG00000171135	JAGN1
ENSG00000171155	C1GALT1C1
ENSG00000171159	BBLN
ENSG00000171222	SCAND1
ENSG00000171307	ZDHHC16
ENSG00000171453	POLR1C
ENSG00000171488	LRRC8C
ENSG00000171497	PPID
ENSG00000171603	CLSTN1
ENSG00000171720	HDAC3
ENSG00000171792	RHNO1
ENSG00000171793	CTPS1
ENSG00000171819	ANGPTL7
ENSG00000171824	EXOSC10
ENSG00000171848	RRM2
ENSG00000171858	RPS21
ENSG00000171861	MRM3
ENSG00000171863	RPS7
ENSG00000171867	PRNP
ENSG00000171953	ATPAF2
ENSG00000172009	THOP1
ENSG00000172053	QARS1
ENSG00000172057	ORMDL3
ENSG00000172115	CYCS
ENSG00000172239	PAIP1
ENSG00000172269	DPAGT1
ENSG00000172270	BSG
ENSG00000172292	CERS6
ENSG00000172301	COPRS
ENSG00000172315	TP53RK
ENSG00000172340	SUCLG2
ENSG00000172354	GNB2
ENSG00000172375	C2CD2L
ENSG00000172380	GNG12
ENSG00000172428	COPS9
ENSG00000172469	MANEA
ENSG00000172531	PPP1CA
ENSG00000172534	HCFC1
ENSG00000172586	CHCHD1
ENSG00000172590	MRPL52
ENSG00000172725	CORO1B
ENSG00000172732	MUS81
ENSG00000172757	CFL1
ENSG00000172893	DHCR7
ENSG00000172922	RNASEH2C
ENSG00000173020	GRK2
ENSG00000173083	HPSE
ENSG00000173113	TRMT112
ENSG00000173171	MTX1
ENSG00000173207	CKS1B
ENSG00000173218	VANGL1
ENSG00000173221	GLRX
ENSG00000173272	MZT2A
ENSG00000173402	DAG1
ENSG00000173409	ARV1
ENSG00000173456	RNF26
ENSG00000173457	PPP1R14B
ENSG00000173465	ZNRD2
ENSG00000173473	SMARCC1
ENSG00000173530	TNFRSF10D
ENSG00000173540	GMPPB
ENSG00000173599	PC
ENSG00000173653	RCE1
ENSG00000173660	UQCRH
ENSG00000173674	EIF1AX
ENSG00000173692	PSMD1
ENSG00000173705	SUSD5
ENSG00000173726	TOMM20
ENSG00000173801	JUP
ENSG00000173812	EIF1
ENSG00000173905	GOLIM4
ENSG00000173915	ATP5MK
ENSG00000173950	XXYLT1
ENSG00000174080	CTSF
ENSG00000174099	MSRB3
ENSG00000174109	UQCC4
ENSG00000174231	PRPF8
ENSG00000174233	ADCY6
ENSG00000174238	PITPNA
ENSG00000174444	RPL4
ENSG00000174460	ZCCHC12
ENSG00000174547	MRPL11
ENSG00000174607	UGT8
ENSG00000174684	B4GAT1
ENSG00000174720	LARP7
ENSG00000174744	BRMS1
ENSG00000174748	RPL15
ENSG00000174775	HRAS
ENSG00000174851	YIF1A
ENSG00000174886	NDUFA11
ENSG00000174903	RAB1B
ENSG00000174917	MICOS13
ENSG00000174977	PAIP1P2
ENSG00000174996	KLC2
ENSG00000175063	UBE2C
ENSG00000175104	TRAF6
ENSG00000175110	MRPS22
ENSG00000175130	MARCKSL1
ENSG00000175137	SH3BP5L
ENSG00000175166	PSMD2
ENSG00000175203	DCTN2
ENSG00000175216	CKAP5
ENSG00000175221	MED16
ENSG00000175334	BANF1
ENSG00000175390	EIF3F
ENSG00000175414	ARL10
ENSG00000175467	SART1
ENSG00000175550	DRAP1
ENSG00000175573	C11orf68
ENSG00000175582	RAB6A
ENSG00000175606	TMEM70
ENSG00000175634	RPS6KB2
ENSG00000175727	MLXIP
ENSG00000175756	AURKAIP1
ENSG00000175792	RUVBL1
ENSG00000175931	UBE2O
ENSG00000176014	TUBB6
ENSG00000176058	TPRN
ENSG00000176087	SLC35A4
ENSG00000176101	SSNA1
ENSG00000176108	CHMP6
ENSG00000176165	FOXG1
ENSG00000176170	SPHK1
ENSG00000176182	MYPOP
ENSG00000176244	ACBD7
ENSG00000176248	ANAPC2
ENSG00000176340	COX8A
ENSG00000176393	RNPEP
ENSG00000176476	SGF29
ENSG00000176485	PLAAT3
ENSG00000176533	GNG7
ENSG00000176619	LMNB2
ENSG00000176658	MYO1D
ENSG00000176890	TYMS
ENSG00000176903	PNMA1
ENSG00000176915	ANKLE2
ENSG00000176973	FAM89B
ENSG00000176986	SEC24C
ENSG00000177156	TALDO1
ENSG00000177169	ULK1
ENSG00000177485	ZBTB33
ENSG00000177548	RABEP2
ENSG00000177556	ATOX1
ENSG00000177600	RPLP2
ENSG00000177628	GBA1
ENSG00000177666	PNPLA2
ENSG00000177674	AGTRAP
ENSG00000177697	CD151
ENSG00000177700	POLR2L
ENSG00000177731	FLII
ENSG00000177830	CHID1
ENSG00000177885	GRB2
ENSG00000177889	UBE2N
ENSG00000177954	RPS27
ENSG00000177963	RIC8A
ENSG00000177971	IMP3
ENSG00000178057	NDUFAF3
ENSG00000178104	PDE4DIP
ENSG00000178252	WDR6
ENSG00000178429	RPS3AP5
ENSG00000178449	COX14
ENSG00000178464	RPL10P16
ENSG00000178538	CA8
ENSG00000178665	ZNF713
ENSG00000178741	COX5A
ENSG00000178980	SELENOW
ENSG00000178982	EIF3K
ENSG00000178988	MRFAP1L1
ENSG00000178999	AURKB
ENSG00000179041	RRS1
ENSG00000179051	RCC2
ENSG00000179091	CYC1
ENSG00000179115	FARSA
ENSG00000179134	SAMD4B
ENSG00000179195	ZNF664
ENSG00000179218	CALR
ENSG00000179222	MAGED1
ENSG00000179241	LDLRAD3
ENSG00000179271	GADD45GIP1
ENSG00000179431	FJX1
ENSG00000179632	MAF1
ENSG00000179750	APOBEC3B
ENSG00000179918	SEPHS2
ENSG00000179933	C14orf119
ENSG00000179950	PUF60
ENSG00000179958	DCTPP1
ENSG00000180182	MED14
ENSG00000180185	FAHD1
ENSG00000180198	RCC1
ENSG00000180228	PRKRA
ENSG00000180304	OAZ2
ENSG00000180398	MCFD2
ENSG00000180448	ARHGAP45
ENSG00000180730	SHISA2
ENSG00000180867	PDIA3P1
ENSG00000180879	SSR4
ENSG00000180891	CUEDC1
ENSG00000180900	SCRIB
ENSG00000180957	PITPNB
ENSG00000180964	TCEAL8
ENSG00000180992	MRPL14
ENSG00000181027	FKRP
ENSG00000181045	SLC26A11
ENSG00000181061	HIGD1A
ENSG00000181163	NPM1
ENSG00000181191	PJA1
ENSG00000181222	POLR2A
ENSG00000181467	RAP2B
ENSG00000181524	RPL24P4
ENSG00000181704	YIPF6
ENSG00000181789	COPG1
ENSG00000181817	LSM10
ENSG00000182004	SNRPE
ENSG00000182087	TMEM259
ENSG00000182117	NOP10
ENSG00000182134	TDRKH
ENSG00000182154	MRPL41
ENSG00000182158	CREB3L2
ENSG00000182197	EXT1
ENSG00000182199	SHMT2
ENSG00000182220	ATP6AP2
ENSG00000182307	C8orf33
ENSG00000182446	NPLOC4
ENSG00000182473	EXOC7
ENSG00000182481	KPNA2
ENSG00000182512	GLRX5
ENSG00000182518	FAM104B
ENSG00000182544	MFSD5
ENSG00000182551	ADI1
ENSG00000182670	TTC3
ENSG00000182718	ANXA2
ENSG00000182872	RBM10
ENSG00000182899	RPL35A
ENSG00000182934	SRPRA
ENSG00000182944	EWSR1
ENSG00000182985	CADM1
ENSG00000183011	NAA38
ENSG00000183020	AP2A2
ENSG00000183032	SLC25A21
ENSG00000183072	NKX2-5
ENSG00000183155	RABIF
ENSG00000183172	SMDT1
ENSG00000183199	HSP90AB3P
ENSG00000183207	RUVBL2
ENSG00000183255	PTTG1IP
ENSG00000183258	DDX41
ENSG00000183283	DAZAP2
ENSG00000183291	SELENOF
ENSG00000183431	SF3A3
ENSG00000183458	PKD1P3
ENSG00000183508	TENT5C
ENSG00000183597	TANGO2
ENSG00000183617	MRPL54
ENSG00000183624	HMCES
ENSG00000183684	ALYREF
ENSG00000183688	RFLNB
ENSG00000183696	UPP1
ENSG00000183726	TMEM50A
ENSG00000183751	TBL3
ENSG00000183856	IQGAP3
ENSG00000183978	COA3
ENSG00000184009	ACTG1
ENSG00000184076	UQCR10
ENSG00000184164	CRELD2
ENSG00000184203	PPP1R2
ENSG00000184207	PGP
ENSG00000184216	IRAK1
ENSG00000184232	OAF
ENSG00000184270	H2AC21
ENSG00000184281	TSSC4
ENSG00000184307	ZDHHC23
ENSG00000184378	ACTRT3
ENSG00000184428	TOP1MT
ENSG00000184432	COPB2
ENSG00000184470	TXNRD2
ENSG00000184481	FOXO4
ENSG00000184602	SNN
ENSG00000184634	MED12
ENSG00000184677	ZBTB40
ENSG00000184752	NDUFA12
ENSG00000184840	TMED9
ENSG00000184887	BTBD6
ENSG00000184900	SUMO3
ENSG00000184924	PTRHD1
ENSG00000184967	NOC4L
ENSG00000184983	NDUFA6
ENSG00000184990	SIVA1
ENSG00000184992	BRI3BP
ENSG00000185043	CIB1
ENSG00000185220	PGBD2
ENSG00000185262	UBALD2
ENSG00000185504	FAAP100
ENSG00000185608	MRPL40
ENSG00000185624	P4HB
ENSG00000185627	PSMD13
ENSG00000185651	UBE2L3
ENSG00000185669	SNAI3
ENSG00000185787	MORF4L1
ENSG00000185825	BCAP31
ENSG00000185883	ATP6V0C
ENSG00000185896	LAMP1
ENSG00000186010	NDUFA13
ENSG00000186193	SAPCD2
ENSG00000186298	PPP1CC
ENSG00000186350	RXRA
ENSG00000186462	NAP1L2
ENSG00000186468	RPS23
ENSG00000186575	NF2
ENSG00000186594	MIR22HG
ENSG00000186635	ARAP1
ENSG00000186787	SPIN2B
ENSG00000186792	HYAL3
ENSG00000186834	HEXIM1
ENSG00000187189	TSPYL4
ENSG00000187239	FNBP1
ENSG00000187325	TAF9B
ENSG00000187514	PTMA
ENSG00000187608	ISG15
ENSG00000187634	SAMD11
ENSG00000187778	MCRS1
ENSG00000187840	EIF4EBP1
ENSG00000188021	UBQLN2
ENSG00000188167	TMPPE
ENSG00000188186	LAMTOR4
ENSG00000188211	NCR3LG1
ENSG00000188229	TUBB4B
ENSG00000188290	HES4
ENSG00000188486	H2AX
ENSG00000188612	SUMO2
ENSG00000188677	PARVB
ENSG00000188706	ZDHHC9
ENSG00000188707	ZBED10P
ENSG00000188807	TMEM201
ENSG00000188917	TRMT2B
ENSG00000188976	NOC2L
ENSG00000188986	NELFB
ENSG00000188997	KCTD21
ENSG00000189043	NDUFA4
ENSG00000189077	TMEM120A
ENSG00000189171	S100A13
ENSG00000189241	TSPYL1
ENSG00000189266	PNRC2
ENSG00000189306	RRP7A
ENSG00000189403	HMGB1
ENSG00000196118	CFAP119
ENSG00000196141	SPATS2L
ENSG00000196182	STK40
ENSG00000196204	RNF216P1
ENSG00000196205	EEF1A1P5
ENSG00000196230	TUBB
ENSG00000196262	PPIA
ENSG00000196352	CD55
ENSG00000196367	TRRAP
ENSG00000196371	FUT4
ENSG00000196372	ASB13
ENSG00000196396	PTPN1
ENSG00000196419	XRCC6
ENSG00000196531	NACA
ENSG00000196547	MAN2A2
ENSG00000196550	FAM72A
ENSG00000196591	HDAC2
ENSG00000196655	TRAPPC4
ENSG00000196683	TOMM7
ENSG00000196700	ZNF512B
ENSG00000196730	DAPK1
ENSG00000196743	GM2A
ENSG00000196787	H2AC11
ENSG00000196821	ILRUN
ENSG00000196923	PDLIM7
ENSG00000196924	FLNA
ENSG00000196937	FAM3C
ENSG00000196976	LAGE3
ENSG00000196998	WDR45
ENSG00000197019	SERTAD1
ENSG00000197043	ANXA6
ENSG00000197045	GMFB
ENSG00000197061	H4C3
ENSG00000197063	MAFG
ENSG00000197102	DYNC1H1
ENSG00000197111	PCBP2
ENSG00000197136	PCNX3
ENSG00000197150	ABCB8
ENSG00000197157	SND1
ENSG00000197170	PSMD12
ENSG00000197172	MAGEA6
ENSG00000197256	KANK2
ENSG00000197261	C6orf141
ENSG00000197312	DDI2
ENSG00000197448	GSTK1
ENSG00000197451	HNRNPAB
ENSG00000197496	SLC2A10
ENSG00000197530	MIB2
ENSG00000197586	ENTPD6
ENSG00000197694	SPTAN1
ENSG00000197702	PARVA
ENSG00000197728	RPS26
ENSG00000197746	PSAP
ENSG00000197747	S100A10
ENSG00000197756	RPL37A
ENSG00000197774	EME2
ENSG00000197785	ATAD3A
ENSG00000197858	GPAA1
ENSG00000197879	MYO1C
ENSG00000197930	ERO1A
ENSG00000197958	RPL12
ENSG00000197965	MPZL1
ENSG00000198015	MRPL42
ENSG00000198034	RPS4X
ENSG00000198054	DSCR8
ENSG00000198176	TFDP1
ENSG00000198242	RPL23A
ENSG00000198258	UBL5
ENSG00000198276	UCKL1
ENSG00000198331	HYLS1
ENSG00000198356	GET3
ENSG00000198406	BZW1P2
ENSG00000198431	TXNRD1
ENSG00000198517	MAFK
ENSG00000198546	ZNF511
ENSG00000198576	ARC
ENSG00000198618	PPIAP22
ENSG00000198668	CALM1
ENSG00000198681	MAGEA1
ENSG00000198721	ECI2
ENSG00000198728	LDB1
ENSG00000198736	MSRB1
ENSG00000198743	SLC5A3
ENSG00000198786	MT-ND5
ENSG00000198791	CNOT7
ENSG00000198792	TMEM184B
ENSG00000198805	PNP
ENSG00000198816	ZNF358
ENSG00000198818	SFT2D1
ENSG00000198830	HMGN2
ENSG00000198832	SELENOM
ENSG00000198833	UBE2J1
ENSG00000198856	OSTC
ENSG00000198900	TOP1
ENSG00000198909	MAP3K3
ENSG00000198911	SREBF2
ENSG00000198918	RPL39
ENSG00000198925	ATG9A
ENSG00000198931	APRT
ENSG00000198937	CCDC167
ENSG00000203485	INF2
ENSG00000203760	CENPW
ENSG00000203879	GDI1
ENSG00000203950	RTL8A
ENSG00000204103	MAFB
ENSG00000204217	BMPR2
ENSG00000204220	PFDN6
ENSG00000204253	HNRNPCP2
ENSG00000204272	NBDY
ENSG00000204308	RNF5
ENSG00000204356	NELFE
ENSG00000204370	SDHD
ENSG00000204371	EHMT2
ENSG00000204386	NEU1
ENSG00000204388	HSPA1B
ENSG00000204389	HSPA1A
ENSG00000204463	BAG6
ENSG00000204469	PRRC2A
ENSG00000204525	HLA-C
ENSG00000204560	DHX16
ENSG00000204574	ABCF1
ENSG00000204592	HLA-E
ENSG00000204619	PPP1R11
ENSG00000204628	RACK1
ENSG00000204713	TRIM27
ENSG00000204843	DCTN1
ENSG00000205155	PSENEN
ENSG00000205339	IPO7
ENSG00000205352	PRR13
ENSG00000205476	CCDC85C
ENSG00000205542	TMSB4X
ENSG00000205726	ITSN1
ENSG00000205730	ITPRIPL2
ENSG00000205746	PKD1P4
ENSG00000206053	JPT2
ENSG00000206503	HLA-A
ENSG00000206538	VGLL3
ENSG00000210164	MT-TG
ENSG00000210176	MT-TH
ENSG00000210184	MT-TS2
ENSG00000210191	MT-TL2
ENSG00000211445	GPX3
ENSG00000212802	RPL15P3
ENSG00000213058	ENSG00000213058
ENSG00000213080	ENSG00000213080
ENSG00000213199	ASIC3
ENSG00000213236	YWHAZP2
ENSG00000213246	SUPT4H1
ENSG00000213326	RPS7P11
ENSG00000213390	ARHGAP19
ENSG00000213465	ARL2
ENSG00000213542	RPL7AP43
ENSG00000213553	RPLP0P6
ENSG00000213639	PPP1CB
ENSG00000213676	ATF6B
ENSG00000213699	SLC35F6
ENSG00000213719	CLIC1
ENSG00000213741	RPS29
ENSG00000213853	EMP2
ENSG00000213866	YBX1P10
ENSG00000213977	TAX1BP3
ENSG00000214022	REPIN1
ENSG00000214026	MRPL23
ENSG00000214087	ARL16
ENSG00000214160	ALG3
ENSG00000214274	ANG
ENSG00000214389	RPS3AP26
ENSG00000214485	RPL7P1
ENSG00000215012	RTL10
ENSG00000215030	RPL13P12
ENSG00000215251	FASTKD5
ENSG00000215301	DDX3X
ENSG00000215492	HNRNPA1P7
ENSG00000215784	FAM72D
ENSG00000215835	ENSG00000215835
ENSG00000217555	CKLF
ENSG00000218283	MORF4L1P1
ENSG00000218426	ENSG00000218426
ENSG00000221867	MAGEA3
ENSG00000221968	FADS3
ENSG00000221978	CCNL2
ENSG00000221983	UBA52
ENSG00000221988	PPT2
ENSG00000223459	TCAF1P1
ENSG00000223496	EXOSC6
ENSG00000223652	PRDM6-AS1
ENSG00000223764	LINC02593
ENSG00000223878	PPIAP53
ENSG00000224043	CCNT2-AS1
ENSG00000224114	ENSG00000224114
ENSG00000224339	SC4MOP
ENSG00000224411	HSP90AA2P
ENSG00000224578	HNRNPA1L3
ENSG00000224861	YBX1P1
ENSG00000224870	MRPL20-AS1
ENSG00000224877	NDUFAF8
ENSG00000225159	NPM1P39
ENSG00000225200	ENSG00000225200
ENSG00000225264	ZNRF2P2
ENSG00000225663	MCRIP1
ENSG00000225921	NOL7
ENSG00000226415	TPI1P1
ENSG00000226479	TMEM185B
ENSG00000226742	HSBP1L1
ENSG00000226801	OSTCP8
ENSG00000226976	COX6A1P2
ENSG00000227008	RPS24P19
ENSG00000227057	WDR46
ENSG00000227063	RPL41P1
ENSG00000227097	RPS28P7
ENSG00000227473	TSSK5P
ENSG00000227500	SCAMP4
ENSG00000228205	RPS3P3
ENSG00000228223	HCG11
ENSG00000228300	FAM174C
ENSG00000228474	OST4
ENSG00000228502	EEF1A1P11
ENSG00000228519	RANBP1P1
ENSG00000228589	SPCS2P4
ENSG00000229117	RPL41
ENSG00000229132	EIF4A1P10
ENSG00000229638	RPL4P4
ENSG00000229833	PET100
ENSG00000229944	EIF4EP2
ENSG00000230322	ENSG00000230322
ENSG00000230330	HMGN2P3
ENSG00000230337	EXOSC10-AS1
ENSG00000230606	APPAT
ENSG00000230629	RPS23P8
ENSG00000230982	DSTNP1
ENSG00000230989	HSBP1
ENSG00000231500	RPS18
ENSG00000231991	ANXA2P2
ENSG00000232112	TMA7
ENSG00000232388	SMIM26
ENSG00000232573	RPL3P4
ENSG00000233276	GPX1
ENSG00000233369	GTF2IP4
ENSG00000233476	EEF1A1P6
ENSG00000233608	TWIST2
ENSG00000233762	RPS15P4
ENSG00000233913	RPL10P9
ENSG00000233927	RPS28
ENSG00000233954	UQCRHL
ENSG00000234518	PTGES3P1
ENSG00000234664	HMGN2P5
ENSG00000234745	HLA-B
ENSG00000234771	SLC25A25-AS1
ENSG00000234797	RPS3AP6
ENSG00000234851	RPL23AP42
ENSG00000235043	TECRP1
ENSG00000235106	BRD3OS
ENSG00000235173	HGH1
ENSG00000235174	RPL39P3
ENSG00000235328	RPL31P62
ENSG00000235363	SNRPGP10
ENSG00000235552	RPL6P27
ENSG00000235586	ENSG00000235586
ENSG00000235655	H3P6
ENSG00000235750	KIAA0040
ENSG00000236104	ZBTB22
ENSG00000236552	RPL13AP5
ENSG00000236890	ENSG00000236890
ENSG00000237190	CDKN2AIPNL
ENSG00000237399	PITRM1-AS1
ENSG00000237523	LINC00857
ENSG00000237649	KIFC1
ENSG00000238039	ENSG00000238039
ENSG00000238227	TMEM250
ENSG00000239264	TXNDC5
ENSG00000239306	RBM14
ENSG00000239672	NME1
ENSG00000239857	GET4
ENSG00000239911	PRKAG2-AS1
ENSG00000240376	ENSG00000240376
ENSG00000240682	ISY1
ENSG00000240849	PEDS1
ENSG00000241468	ATP5MF
ENSG00000241506	PSMC1P1
ENSG00000241837	ATP5PO
ENSG00000241945	PWP2
ENSG00000241973	PI4KA
ENSG00000242071	RPL7AP6
ENSG00000242372	EIF6
ENSG00000242485	MRPL20
ENSG00000242616	GNG10
ENSG00000242802	AP5Z1
ENSG00000243147	MRPL33
ENSG00000243199	RPL6P10
ENSG00000243547	HNRNPKP4
ENSG00000243927	MRPS6
ENSG00000244038	DDOST
ENSG00000244045	TMEM199
ENSG00000244187	TMEM141
ENSG00000244398	RPL36AP37
ENSG00000244405	ETV5
ENSG00000244462	RBM12
ENSG00000244486	SCARF2
ENSG00000244509	APOBEC3C
ENSG00000247134	ENSG00000247134
ENSG00000247315	ZCCHC3
ENSG00000247596	TWF2
ENSG00000249264	EEF1A1P9
ENSG00000249306	LINC01411
ENSG00000249353	NPM1P27
ENSG00000249565	SERBP1P5
ENSG00000249915	PDCD6
ENSG00000250182	EEF1A1P13
ENSG00000250479	CHCHD10
ENSG00000250899	ENSG00000250899
ENSG00000253626	EIF5AL1
ENSG00000253729	PRKDC
ENSG00000253954	HMGN1P38
ENSG00000254858	MPV17L2
ENSG00000254986	DPP3
ENSG00000254999	BRK1
ENSG00000255150	EID3
ENSG00000255302	EID1
ENSG00000255329	H2AZP4
ENSG00000255580	ENSG00000255580
ENSG00000256108	ENSG00000256108
ENSG00000256663	ENSG00000256663
ENSG00000256745	ARPC3P3
ENSG00000257727	CNPY2
ENSG00000258429	PDF
ENSG00000259644	ENSG00000259644
ENSG00000259781	HMGB1P6
ENSG00000259977	ENSG00000259977
ENSG00000260196	ENSG00000260196
ENSG00000260257	ENSG00000260257
ENSG00000261150	EPPK1
ENSG00000261373	VPS9D1-AS1
ENSG00000262580	ENSG00000262580
ENSG00000262919	CCNQ
ENSG00000263001	GTF2I
ENSG00000263266	RPS7P1
ENSG00000263465	SRSF8
ENSG00000264350	SNRPGP2
ENSG00000264364	DYNLL2
ENSG00000265205	ENSG00000265205
ENSG00000265241	RBM8A
ENSG00000266472	MRPS21
ENSG00000266538	ENSG00000266538
ENSG00000268001	CARD8-AS1
ENSG00000269743	SLC25A53
ENSG00000269937	ENSG00000269937
ENSG00000270882	H4C14
ENSG00000271264	MZT1P1
ENSG00000271601	LIX1L
ENSG00000271643	PDCD6IP-DT
ENSG00000272391	POM121C
ENSG00000272977	ENSG00000272977
ENSG00000273230	ENSG00000273230
ENSG00000273841	TAF9
ENSG00000274024	ENSG00000274024
ENSG00000274523	RCC1L
ENSG00000274641	H2BC17
ENSG00000274997	H2AC12
ENSG00000275700	AATF
ENSG00000275764	ENSG00000275764
ENSG00000276023	DUSP14
ENSG00000276043	UHRF1
ENSG00000277152	ENSG00000277152
ENSG00000277161	PIGW
ENSG00000277443	MARCKS
ENSG00000277791	PSMB3
ENSG00000278053	DDX52
ENSG00000278133	ENSG00000278133
ENSG00000278705	H4C2
ENSG00000278828	H3C10
ENSG00000278845	MRPL45
ENSG00000278948	ENSG00000278948
ENSG00000278949	ENSG00000278949
ENSG00000279233	ENSG00000279233
ENSG00000279413	ENSG00000279413
ENSG00000279483	ENSG00000279483
ENSG00000279821	ENSG00000279821
ENSG00000280152	ENSG00000280152
ENSG00000281404	LINC01176
ENSG00000281468	ENSG00000281468
ENSG00000283041	ENSG00000283041
ENSG00000283498	MIR1244-2
ENSG00000285278	TFAP2A-AS2
ENSG00000285781	ENSG00000285781
ENSG00000287269	ENSG00000287269
ENSG00000287460	ENSG00000287460
ENSG00000288973	ENSG00000288973
ENSG00000289194	ENSG00000289194
ENSG00000290018	ENSG00000290018
ENSG00000290833	ENSG00000290833
ENSG00000290865	RRN3P3
ENSG00000290871	GTF2IP1
ENSG00000291091	SDHAP4
ENSG00000291113	ENSG00000291113
