Ensembl	Gene
ENSG00000220694	RPL17P23
ENSG00000220721	OR1F12P
ENSG00000220744	RPL5P18
ENSG00000221264	MIR1284
ENSG00000221639	ENSG00000221639
ENSG00000221955	SLC12A8
ENSG00000221994	ZNF630
ENSG00000222035	KIAA2012-AS1
ENSG00000222578	RNA5SP345
ENSG00000222800	RNU2-62P
ENSG00000223131	RNA5SP304
ENSG00000223198	RNU2-22P
ENSG00000223215	RNU6-607P
ENSG00000223500	RNF14P4
ENSG00000223502	ENSG00000223502
ENSG00000223503	ENSG00000223503
ENSG00000223572	CKMT1A
ENSG00000223589	ENSG00000223589
ENSG00000223592	FNDC3CP
ENSG00000223593	ENSG00000223593
ENSG00000223653	BCL10-AS1
ENSG00000223656	HMGB3P10
ENSG00000223663	NDUFB4P8
ENSG00000223665	ENSG00000223665
ENSG00000223668	EEF1A1P24
ENSG00000223745	CCDC18-AS1
ENSG00000223753	ENSG00000223753
ENSG00000223807	BOLA3P4
ENSG00000223922	ASS1P2
ENSG00000224003	YES1P1
ENSG00000224007	USP12P2
ENSG00000224020	MIR181A2HG
ENSG00000224074	LINC00691
ENSG00000224117	PTPN2P2
ENSG00000224259	LINC01133
ENSG00000224261	RPSAP18
ENSG00000224273	RABGEF1P3
ENSG00000224316	GTF2IP5
ENSG00000224357	ATG3P1
ENSG00000224358	TMCO1-AS1
ENSG00000224391	LINC01280
ENSG00000224414	ENSG00000224414
ENSG00000224416	IFNA22P
ENSG00000224421	ATP5MFP1
ENSG00000224452	RSL24D1P6
ENSG00000224505	HEXIM2-AS1
ENSG00000224545	RPL31P36
ENSG00000224635	ENSG00000224635
ENSG00000224843	LINC00240
ENSG00000224853	LINC00393
ENSG00000224945	ENSG00000224945
ENSG00000225082	DAP3P1
ENSG00000225112	ENSG00000225112
ENSG00000225125	RANP4
ENSG00000225133	MORF4L1P4
ENSG00000225233	ENSG00000225233
ENSG00000225263	PCDH9-AS3
ENSG00000225265	TAF1A-AS1
ENSG00000225279	ENSG00000225279
ENSG00000225286	ENSG00000225286
ENSG00000225292	LINC02935
ENSG00000225329	LHFPL3-AS2
ENSG00000225354	RPL7AP52
ENSG00000225591	RPS27P7
ENSG00000225605	ENSG00000225605
ENSG00000225671	FCF1P6
ENSG00000225724	ASH2LP3
ENSG00000225755	ENSG00000225755
ENSG00000225779	ENSG00000225779
ENSG00000225806	ENSG00000225806
ENSG00000225815	ENSG00000225815
ENSG00000225867	ENSG00000225867
ENSG00000225880	LINC00115
ENSG00000225913	ENSG00000225913
ENSG00000225920	RIMKLBP2
ENSG00000225945	ZFAND3-DT
ENSG00000225971	RPS3AP51
ENSG00000226055	PAICSP1
ENSG00000226131	PPIAP66
ENSG00000226251	LINC02608
ENSG00000226261	PIMREGP1
ENSG00000226279	RPL12P10
ENSG00000226306	NPY6R
ENSG00000226314	ZKSCAN8P1
ENSG00000226317	LINC00351
ENSG00000226393	IFNA20P
ENSG00000226468	ENSG00000226468
ENSG00000226469	ADAM1B
ENSG00000226491	FTOP1
ENSG00000226543	MYL6P1
ENSG00000226650	KIF4B
ENSG00000226669	ENSG00000226669
ENSG00000226670	BCAS2P3
ENSG00000226711	FAM66C
ENSG00000226806	LCT-AS1
ENSG00000226814	ENSG00000226814
ENSG00000226869	LHFPL3-AS1
ENSG00000226887	ERVMER34-1
ENSG00000226926	PDZPH1P
ENSG00000226979	LTA
ENSG00000227078	LINC02094
ENSG00000227082	LINC02798
ENSG00000227110	LMCD1-AS1
ENSG00000227113	ENSG00000227113
ENSG00000227118	BTF3P13
ENSG00000227254	VDAC1P12
ENSG00000227267	DONSONP1
ENSG00000227293	ENSG00000227293
ENSG00000227304	ENSG00000227304
ENSG00000227354	RBM26-AS1
ENSG00000227382	EIF4A2P2
ENSG00000227388	ENSG00000227388
ENSG00000227403	LINC01806
ENSG00000227409	ZMYM4-AS1
ENSG00000227463	ENSG00000227463
ENSG00000227502	MROCKI
ENSG00000227586	RPS26P39
ENSG00000227640	SOX21-AS1
ENSG00000227673	ENSG00000227673
ENSG00000227692	MED28P3
ENSG00000227704	ENSG00000227704
ENSG00000227709	SNRNP40P1
ENSG00000227723	ENSG00000227723
ENSG00000227805	RPL21P90
ENSG00000227818	ENSG00000227818
ENSG00000227852	RPS29P17
ENSG00000227868	TEX46
ENSG00000227890	PSMA2P3
ENSG00000227908	IL6ST-DT
ENSG00000227948	ENSG00000227948
ENSG00000227973	PIN4P1
ENSG00000228002	DHX9P1
ENSG00000228040	ENSG00000228040
ENSG00000228043	SPOPL-DT
ENSG00000228126	FALEC
ENSG00000228213	NLGN1-AS1
ENSG00000228238	ENSG00000228238
ENSG00000228308	LINC01209
ENSG00000228335	ENSG00000228335
ENSG00000228453	RPS15AP9
ENSG00000228523	DNAJB6P4
ENSG00000228526	MIR34AHG
ENSG00000228536	LYPLAL1-AS1
ENSG00000228540	ENSG00000228540
ENSG00000228679	ENSG00000228679
ENSG00000228719	ENSG00000228719
ENSG00000228801	PCMTD1-DT
ENSG00000228826	ENSG00000228826
ENSG00000228861	RPL23AP12
ENSG00000228915	OR7E128P
ENSG00000228941	UBE3AP2
ENSG00000229167	ENSG00000229167
ENSG00000229316	HMGB1P45
ENSG00000229321	ENSG00000229321
ENSG00000229326	RPL17P15
ENSG00000229388	TAF12-DT
ENSG00000229531	RABGAP1L-AS1
ENSG00000229722	ENSG00000229722
ENSG00000229739	PDC-AS1
ENSG00000229880	IMMTP1
ENSG00000229962	ENSG00000229962
ENSG00000229980	TOB1-AS1
ENSG00000229996	ENSG00000229996
ENSG00000230091	TMEM254-AS1
ENSG00000230105	ENSG00000230105
ENSG00000230125	EEF1A1P39
ENSG00000230131	LINC02641
ENSG00000230162	CT45A11P
ENSG00000230172	ENSG00000230172
ENSG00000230208	IFNNP1
ENSG00000230262	LINC02603
ENSG00000230285	ENSG00000230285
ENSG00000230323	LINC00159
ENSG00000230359	TPI1P2
ENSG00000230364	RPL4P3
ENSG00000230442	ASB15-AS1
ENSG00000230449	RPL7P4
ENSG00000230454	ENSG00000230454
ENSG00000230498	ENSG00000230498
ENSG00000230516	ENSG00000230516
ENSG00000230524	COL6A4P1
ENSG00000230558	CEACAMP2
ENSG00000230585	PHB1P12
ENSG00000230657	PRB4
ENSG00000230658	KLHL7-DT
ENSG00000230739	ENSG00000230739
ENSG00000230835	ENSG00000230835
ENSG00000230870	FBXW11P1
ENSG00000230871	RPS6P23
ENSG00000230947	ENSG00000230947
ENSG00000231063	RPL6P6
ENSG00000231104	ENSG00000231104
ENSG00000231164	RPL7P56
ENSG00000231193	ENSG00000231193
ENSG00000231393	ENSG00000231393
ENSG00000231401	ENSG00000231401
ENSG00000231548	OR55B1P
ENSG00000231561	CEACAMP5
ENSG00000231615	ENSG00000231615
ENSG00000231672	DIRC3
ENSG00000231691	ENSG00000231691
ENSG00000231740	ENSG00000231740
ENSG00000231829	ENSG00000231829
ENSG00000231881	ENSG00000231881
ENSG00000231888	MTND5P15
ENSG00000231903	ENSG00000231903
ENSG00000231957	GNAI2P2
ENSG00000231966	LINC02818
ENSG00000231971	CT69
ENSG00000232028	PRKD3-DT
ENSG00000232113	TEX50
ENSG00000232164	LINC01873
ENSG00000232194	ENSG00000232194
ENSG00000232310	LINC03002
ENSG00000232352	SEMA3B-AS1
ENSG00000232360	ENSG00000232360
ENSG00000232374	GPR79
ENSG00000232387	SKA2P1
ENSG00000232398	TMPRSS11CP
ENSG00000232453	LINC02777
ENSG00000232471	ENSG00000232471
ENSG00000232546	ENSG00000232546
ENSG00000232611	ENSG00000232611
ENSG00000232618	HIVEP2-DT
ENSG00000232653	GOLGA8N
ENSG00000232757	ETF1P1
ENSG00000232892	RGS5-AS1
ENSG00000232917	HSPE1P6
ENSG00000232934	ENSG00000232934
ENSG00000233056	ERVH48-1
ENSG00000233122	CTAGE7P
ENSG00000233157	ENSG00000233157
ENSG00000233184	DPH5-DT
ENSG00000233196	ENSG00000233196
ENSG00000233198	RNF224
ENSG00000233366	ZNF90P2
ENSG00000233377	MTND4P20
ENSG00000233388	ENSG00000233388
ENSG00000233432	MTIF2P1
ENSG00000233625	ENSG00000233625
ENSG00000233672	RNASEH2B-AS1
ENSG00000233681	CEACAMP1
ENSG00000233684	LINC01865
ENSG00000233741	RPL27P7
ENSG00000233818	CLDN14-AS1
ENSG00000233837	EIF3LP2
ENSG00000233862	ENSG00000233862
ENSG00000233871	DLG5-AS1
ENSG00000233924	RPSAP13
ENSG00000234145	NAP1L4P3
ENSG00000234230	ZFX-AS1
ENSG00000234285	GAPDHP49
ENSG00000234318	ENSG00000234318
ENSG00000234415	RPL5P7
ENSG00000234424	ENSG00000234424
ENSG00000234459	ENSG00000234459
ENSG00000234653	LRRTM4-AS1
ENSG00000234665	LERFS
ENSG00000234719	NPIPB2
ENSG00000234772	LINC00412
ENSG00000234807	LINC01135
ENSG00000234883	MIR155HG
ENSG00000234911	TEX21P
ENSG00000235020	ENSG00000235020
ENSG00000235045	RPL7P8
ENSG00000235081	ENSG00000235081
ENSG00000235100	ENSG00000235100
ENSG00000235109	ZSCAN31
ENSG00000235120	BSN-AS1
ENSG00000235274	ENSG00000235274
ENSG00000235290	HLA-W
ENSG00000235429	ENSG00000235429
ENSG00000235493	LINC01967
ENSG00000235532	LINC00402
ENSG00000235571	SNX18P14
ENSG00000235573	ENSG00000235573
ENSG00000235688	SNTG2-AS1
ENSG00000235795	ENSG00000235795
ENSG00000235805	SOCS5P3
ENSG00000235863	B3GALT4
ENSG00000235927	NEXN-AS1
ENSG00000235991	ENSG00000235991
ENSG00000236021	COP1-DT
ENSG00000236095	ENSG00000236095
ENSG00000236136	ADORA2BP1
ENSG00000236204	LINC01376
ENSG00000236277	NIPA2P5
ENSG00000236345	SCAT8
ENSG00000236389	ENSG00000236389
ENSG00000236404	VLDLR-AS1
ENSG00000236430	KRT8P29
ENSG00000236480	PKMP1
ENSG00000236484	RRM2P2
ENSG00000236501	ENSG00000236501
ENSG00000236505	ENSG00000236505
ENSG00000236520	GPC6-AS1
ENSG00000236674	ENSG00000236674
ENSG00000236682	MAP3K2-DT
ENSG00000236754	ENSG00000236754
ENSG00000236756	DNAJC9-AS1
ENSG00000236796	ENSG00000236796
ENSG00000236859	NIFK-AS1
ENSG00000236861	BET1-AS1
ENSG00000237011	ENSG00000237011
ENSG00000237016	ENSG00000237016
ENSG00000237090	MKRN8P
ENSG00000237101	ENSG00000237101
ENSG00000237187	NR2F1-AS1
ENSG00000237213	RPL23AP22
ENSG00000237234	ENSG00000237234
ENSG00000237289	CKMT1B
ENSG00000237359	ENSG00000237359
ENSG00000237379	CBX1P3
ENSG00000237385	ENSG00000237385
ENSG00000237409	ENSG00000237409
ENSG00000237413	MGC27382
ENSG00000237606	ENSG00000237606
ENSG00000237621	OR9A1P
ENSG00000237788	ENSG00000237788
ENSG00000237842	SMU1P1
ENSG00000237848	ENSG00000237848
ENSG00000237851	ENSG00000237851
ENSG00000237877	LINC01473
ENSG00000237978	KCNMB2-AS1
ENSG00000238055	RPL36AP24
ENSG00000238061	ENSG00000238061
ENSG00000238137	ARPC3P2
ENSG00000238181	AHCYP2
ENSG00000238186	ENSG00000238186
ENSG00000238223	ENSG00000238223
ENSG00000238269	PAGE2B
ENSG00000238276	LINC02944
ENSG00000238287	EXO5-DT
ENSG00000238723	Y_RNA
ENSG00000238797	Y_RNA
ENSG00000239335	LLPH-DT
ENSG00000239405	TMED10P2
ENSG00000239474	KLHL41
ENSG00000239617	RPL32P27
ENSG00000239648	MTND1P3
ENSG00000239650	GUSBP4
ENSG00000239670	ENSG00000239670
ENSG00000239683	RPL7AP67
ENSG00000239705	HSPA5-DT
ENSG00000239774	TTC14-DT
ENSG00000239831	RNF7P1
ENSG00000239861	RPL21P96
ENSG00000240031	OR9A3P
ENSG00000240038	AMY2B
ENSG00000240097	MTERF1P1
ENSG00000240138	EEF1GP4
ENSG00000240207	ENSG00000240207
ENSG00000240210	RPL7AP5
ENSG00000240291	ENSG00000240291
ENSG00000240441	RPL17P38
ENSG00000240520	UOX
ENSG00000240567	LINC02067
ENSG00000240571	ENSG00000240571
ENSG00000240596	KCNAB1-AS2
ENSG00000240634	ENSG00000240634
ENSG00000240677	MYL6P4
ENSG00000240710	ENSG00000240710
ENSG00000240720	LRRD1
ENSG00000240729	RPL21P60
ENSG00000240752	RPS12P6
ENSG00000240770	C21orf91-OT1
ENSG00000240891	PLCXD2
ENSG00000240963	ENSG00000240963
ENSG00000241007	SEPTIN7P6
ENSG00000241322	FBXW10B
ENSG00000241352	ENSG00000241352
ENSG00000241532	AGGF1P3
ENSG00000241597	ENSG00000241597
ENSG00000241661	PPP1R2P6
ENSG00000241829	RPL21P54
ENSG00000241941	RPL32P26
ENSG00000241954	ENSG00000241954
ENSG00000242021	ENSG00000242021
ENSG00000242062	MARK2P6
ENSG00000242103	ARPC1AP1
ENSG00000242142	SERBP1P3
ENSG00000242236	RN7SL594P
ENSG00000242329	ENSG00000242329
ENSG00000242337	INHCAP
ENSG00000242353	RPL12P30
ENSG00000242537	MRE11P1
ENSG00000242571	RPL21P11
ENSG00000242689	CNTF
ENSG00000242703	CCT4P1
ENSG00000242770	CD200R1L-AS1
ENSG00000242950	ERVW-1
ENSG00000243007	RPL12P35
ENSG00000243038	ENSG00000243038
ENSG00000243137	PSG4
ENSG00000243144	LINC02932
ENSG00000243167	RPS10P28
ENSG00000243176	ENSG00000243176
ENSG00000243188	HNRNPA1P17
ENSG00000243244	STON1
ENSG00000243417	RPS3AP18
ENSG00000243431	RPL5P30
ENSG00000243479	MNX1-AS1
ENSG00000243518	DTWD1P2
ENSG00000243550	LINC01214
ENSG00000243819	RN7SL832P
ENSG00000243838	PSMC1P7
ENSG00000243904	RPSAP5
ENSG00000244009	B3GAT3P1
ENSG00000244020	MT1HL1
ENSG00000244061	ENSG00000244061
ENSG00000244119	PDCL3P4
ENSG00000244234	GMCL2
ENSG00000244286	ITGB5-AS1
ENSG00000244292	OR9N1P
ENSG00000244471	TPTE2P3
ENSG00000244588	RAD21L1
ENSG00000244752	CRYBB2
ENSG00000245060	LINC00847
ENSG00000245149	RNF139-DT
ENSG00000245534	RORA-AS1
ENSG00000245648	KLRK1-AS1
ENSG00000246203	ENSG00000246203
ENSG00000246350	ZBED9-AS1
ENSG00000246731	MGC16275
ENSG00000246763	RGMB-AS1
ENSG00000246982	BRPF3-AS1
ENSG00000246985	SOCS2-AS1
ENSG00000247081	BAALC-AS1
ENSG00000247157	LINC01252
ENSG00000247199	FBXO38-DT
ENSG00000247213	LINC01498
ENSG00000247809	NR2F2-AS1
ENSG00000247877	FAM174A-DT
ENSG00000248115	ENSG00000248115
ENSG00000248150	LINC02150
ENSG00000248174	LINC02268
ENSG00000248265	FLJ12825
ENSG00000248288	ENSG00000248288
ENSG00000248559	ENSG00000248559
ENSG00000248576	ENSG00000248576
ENSG00000248735	R3HDM2P1
ENSG00000248831	ENSG00000248831
ENSG00000248846	LINC02065
ENSG00000248883	B4GALNT2P1
ENSG00000248898	PELO-AS1
ENSG00000248926	ENSG00000248926
ENSG00000248954	ENSG00000248954
ENSG00000248971	KRT8P46
ENSG00000248988	PSME2P3
ENSG00000249207	ENSG00000249207
ENSG00000249364	LINC02997
ENSG00000249400	HMGB3P17
ENSG00000249492	ENSG00000249492
ENSG00000249509	NEUROG2-AS1
ENSG00000249526	ENSG00000249526
ENSG00000249610	ZNF474-AS1
ENSG00000249655	ENSG00000249655
ENSG00000249664	ENSG00000249664
ENSG00000249706	ENSG00000249706
ENSG00000249715	FER1L5
ENSG00000249737	ENSG00000249737
ENSG00000249786	EAF1-AS1
ENSG00000249875	ENSG00000249875
ENSG00000249931	GOLGA8K
ENSG00000249976	ENSG00000249976
ENSG00000250006	ENSG00000250006
ENSG00000250159	PKD2L2-DT
ENSG00000250195	ENSG00000250195
ENSG00000250219	LTV1P1
ENSG00000250241	PCDH10-DT
ENSG00000250303	LINC02762
ENSG00000250313	LINC02229
ENSG00000250324	MRPL22P1
ENSG00000250371	ENSG00000250371
ENSG00000250490	LINC02145
ENSG00000250565	ATP6V1E2
ENSG00000250673	REELD1
ENSG00000250698	ENSG00000250698
ENSG00000250732	RPEP1
ENSG00000250815	ENSG00000250815
ENSG00000250860	ENSG00000250860
ENSG00000250882	ENSG00000250882
ENSG00000250885	LINC02061
ENSG00000250938	MAD2L1-DT
ENSG00000250958	LINC00492
ENSG00000250966	H3P14
ENSG00000251022	THAP9-AS1
ENSG00000251026	NIHCOLE
ENSG00000251072	LMNB1-DT
ENSG00000251138	LINC02882
ENSG00000251247	ZNF345
ENSG00000251254	GTF2F2P1
ENSG00000251288	ENSG00000251288
ENSG00000251298	TMEM184C-DT
ENSG00000251330	ENSG00000251330
ENSG00000251366	DBIP2
ENSG00000251388	ENSG00000251388
ENSG00000251453	HAUS1P1
ENSG00000251456	ENSG00000251456
ENSG00000251537	ENSG00000251537
ENSG00000251595	ABCA11P
ENSG00000251597	RPL37P25
ENSG00000251611	FHIP1A-DT
ENSG00000251616	ENSG00000251616
ENSG00000251620	STPG2-AS1
ENSG00000251703	RNU6-998P
ENSG00000251792	Y_RNA
ENSG00000251869	SCARNA23
ENSG00000251880	RNU7-75P
ENSG00000252116	RNU4ATAC4P
ENSG00000252263	RNU6-659P
ENSG00000252397	RNU5A-4P
ENSG00000252424	RNA5SP384
ENSG00000252452	RNU6-107P
ENSG00000252473	ENSG00000252473
ENSG00000252779	RNU6-182P
ENSG00000252835	SCARNA21
ENSG00000252847	RNU2-46P
ENSG00000252947	SCARNA1
ENSG00000253048	RNU4-60P
ENSG00000253123	ENSG00000253123
ENSG00000253133	GPAT4-AS1
ENSG00000253161	LINC01605
ENSG00000253181	ENSG00000253181
ENSG00000253256	ENSG00000253256
ENSG00000253315	LINC01932
ENSG00000253335	ENSG00000253335
ENSG00000253344	ENSG00000253344
ENSG00000253430	ENSG00000253430
ENSG00000253598	SLC10A5
ENSG00000253706	ENSG00000253706
ENSG00000253849	ENSG00000253849
ENSG00000253955	LINC02995
ENSG00000254044	ENSG00000254044
ENSG00000254080	LINC03071
ENSG00000254112	ENSG00000254112
ENSG00000254181	SLC25A51P3
ENSG00000254202	ENSG00000254202
ENSG00000254226	LINC01933
ENSG00000254238	ENSG00000254238
ENSG00000254306	ENSG00000254306
ENSG00000254349	MIR2052HG
ENSG00000254392	ENSG00000254392
ENSG00000254420	ENSG00000254420
ENSG00000254469	XNDC1N
ENSG00000254485	ENSG00000254485
ENSG00000254582	PSMA2P1
ENSG00000254710	ENSG00000254710
ENSG00000254860	TMEM9B-AS1
ENSG00000254897	ENSG00000254897
ENSG00000254972	ENSG00000254972
ENSG00000255075	CENPUP1
ENSG00000255085	ENSG00000255085
ENSG00000255094	ENSG00000255094
ENSG00000255299	ENSG00000255299
ENSG00000255319	ENPP7P8
ENSG00000255353	ASS1P13
ENSG00000255395	ENSG00000255395
ENSG00000255462	ENSG00000255462
ENSG00000255480	ENSG00000255480
ENSG00000255520	ENSG00000255520
ENSG00000255714	LINC02460
ENSG00000255746	ENSG00000255746
ENSG00000255790	ENSG00000255790
ENSG00000255847	ENSG00000255847
ENSG00000255893	ENSG00000255893
ENSG00000255946	ENSG00000255946
ENSG00000256030	CBX3P4
ENSG00000256039	LINC02446
ENSG00000256087	ZNF432
ENSG00000256134	EGLN3P1
ENSG00000256172	LINC02420
ENSG00000256189	DPPA4P3
ENSG00000256278	ENSG00000256278
ENSG00000256294	ZNF225
ENSG00000256355	NTAN1P3
ENSG00000256625	ENSG00000256625
ENSG00000256646	ENSG00000256646
ENSG00000256657	ENSG00000256657
ENSG00000256723	ENSG00000256723
ENSG00000256734	ENSG00000256734
ENSG00000256737	RBBP4P5
ENSG00000256742	KDM2B-DT
ENSG00000256826	ATP5MFP4
ENSG00000256862	PARP11-AS1
ENSG00000257004	ENSG00000257004
ENSG00000257027	ENSG00000257027
ENSG00000257065	ENSG00000257065
ENSG00000257078	ENSG00000257078
ENSG00000257135	ODC1-DT
ENSG00000257138	TAS2R38
ENSG00000257176	ENSG00000257176
ENSG00000257178	ENSG00000257178
ENSG00000257202	ENSG00000257202
ENSG00000257225	ENSG00000257225
ENSG00000257329	ENSG00000257329
ENSG00000257335	MGAM
ENSG00000257472	ENSG00000257472
ENSG00000257507	LINC02373
ENSG00000257534	ENSG00000257534
ENSG00000257543	ENSG00000257543
ENSG00000257759	ENSG00000257759
ENSG00000257761	ENSG00000257761
ENSG00000257809	MYL6B-AS1
ENSG00000257815	PRANCR
ENSG00000258044	ENSG00000258044
ENSG00000258083	OR9A4
ENSG00000258123	LINC02444
ENSG00000258227	CLEC5A
ENSG00000258373	SLC25A3P2
ENSG00000258393	ENSG00000258393
ENSG00000258459	ENSG00000258459
ENSG00000258474	LINC02313
ENSG00000258479	LINC00640
ENSG00000258510	ENSG00000258510
ENSG00000258553	PCNX4-DT
ENSG00000258572	ENSG00000258572
ENSG00000258587	METTL5P1
ENSG00000258670	ENSG00000258670
ENSG00000258673	LINC01397
ENSG00000258738	BAZ1A-AS1
ENSG00000258744	ENSG00000258744
ENSG00000258745	ENSG00000258745
ENSG00000258806	OR11H7
ENSG00000258837	ENSG00000258837
ENSG00000258851	ENSG00000258851
ENSG00000258884	LINC02321
ENSG00000258893	SETP2
ENSG00000258906	ENSG00000258906
ENSG00000258942	ENSG00000258942
ENSG00000258949	ENSG00000258949
ENSG00000258955	LINC00519
ENSG00000258968	ENSG00000258968
ENSG00000258976	ENSG00000258976
ENSG00000259026	ENSG00000259026
ENSG00000259038	ENSG00000259038
ENSG00000259039	ENSG00000259039
ENSG00000259110	LINC02304
ENSG00000259186	MRPS15P1
ENSG00000259209	ENSG00000259209
ENSG00000259275	ENSG00000259275
ENSG00000259281	LINGO1-AS2
ENSG00000259359	ENSG00000259359
ENSG00000259422	ENSG00000259422
ENSG00000259488	DUT-AS1
ENSG00000259502	ENSG00000259502
ENSG00000259518	LINC01583
ENSG00000259531	ENSG00000259531
ENSG00000259573	NMNAT1P5
ENSG00000259594	ENSG00000259594
ENSG00000259598	ENSG00000259598
ENSG00000259614	TUBAP12
ENSG00000259648	ENSG00000259648
ENSG00000259668	ENSG00000259668
ENSG00000259673	IQCH-AS1
ENSG00000259692	ENSG00000259692
ENSG00000259695	ENSG00000259695
ENSG00000259719	LINC02284
ENSG00000259736	CRTC3-AS1
ENSG00000259751	TUBAP11
ENSG00000259775	EIF5-DT
ENSG00000259788	UAP1-DT
ENSG00000259810	ENSG00000259810
ENSG00000259826	CDK13-DT
ENSG00000259845	HERC2P10
ENSG00000259915	ENSG00000259915
ENSG00000259994	ENSG00000259994
ENSG00000260012	ENSG00000260012
ENSG00000260046	ENSG00000260046
ENSG00000260314	MRC1
ENSG00000260317	LINC02986
ENSG00000260329	TMEM263-DT
ENSG00000260339	HEXA-AS1
ENSG00000260392	ENSG00000260392
ENSG00000260395	ENSG00000260395
ENSG00000260423	LINC02367
ENSG00000260428	SCX
ENSG00000260452	TPRKBP2
ENSG00000260456	C16orf95
ENSG00000260470	ENSG00000260470
ENSG00000260479	ENSG00000260479
ENSG00000260490	MYL12BP1
ENSG00000260526	AP1AR-DT
ENSG00000260612	ENSG00000260612
ENSG00000260616	ENSG00000260616
ENSG00000260782	ENSG00000260782
ENSG00000260816	ENSG00000260816
ENSG00000260855	ENSG00000260855
ENSG00000260871	ENSG00000260871
ENSG00000260937	ENSG00000260937
ENSG00000261008	LINC01572
ENSG00000261019	ENSG00000261019
ENSG00000261098	ENSG00000261098
ENSG00000261159	ENSG00000261159
ENSG00000261170	ENSG00000261170
ENSG00000261187	ENSG00000261187
ENSG00000261202	TNRC6B-DT
ENSG00000261215	ENSG00000261215
ENSG00000261219	ENSG00000261219
ENSG00000261242	ENSG00000261242
ENSG00000261248	ENSG00000261248
ENSG00000261291	ENSG00000261291
ENSG00000261335	ENSG00000261335
ENSG00000261404	PSMD7-DT
ENSG00000261423	TMEM202-AS1
ENSG00000261424	ATP5PBP7
ENSG00000261433	ENSG00000261433
ENSG00000261462	ENSG00000261462
ENSG00000261472	ENSG00000261472
ENSG00000261537	ENSG00000261537
ENSG00000261544	ENSG00000261544
ENSG00000261570	AGK-DT
ENSG00000261610	ENSG00000261610
ENSG00000261617	LINC02177
ENSG00000261654	ENSG00000261654
ENSG00000261659	ENSG00000261659
ENSG00000261673	ENSG00000261673
ENSG00000261775	ENSG00000261775
ENSG00000261799	ENSG00000261799
ENSG00000261838	ENSG00000261838
ENSG00000261889	ENSG00000261889
ENSG00000262096	PCDHB19P
ENSG00000262099	DHX33-DT
ENSG00000262117	BCAR4
ENSG00000262118	MTCO1P28
ENSG00000262503	ENSG00000262503
ENSG00000262678	CAMTA2-AS1
ENSG00000262691	ENSG00000262691
ENSG00000262700	ENSG00000262700
ENSG00000263301	ENSG00000263301
ENSG00000263326	ENSG00000263326
ENSG00000263327	TAPT1-AS1
ENSG00000263612	ENSG00000263612
ENSG00000263894	MIR3925
ENSG00000263989	RN7SL615P
ENSG00000264083	ENSG00000264083
ENSG00000264112	ENSG00000264112
ENSG00000264188	ENSG00000264188
ENSG00000264235	MYL12-AS1
ENSG00000264373	ENSG00000264373
ENSG00000264525	MIR4778
ENSG00000264580	MIR5692B
ENSG00000264808	ENSG00000264808
ENSG00000265218	ENSG00000265218
ENSG00000265293	ARGFXP2
ENSG00000265355	MIR3136
ENSG00000265478	ENSG00000265478
ENSG00000265542	ENSG00000265542
ENSG00000265547	ENSG00000265547
ENSG00000265728	ENSG00000265728
ENSG00000265942	RN7SL577P
ENSG00000265972	TXNIP
ENSG00000266014	ENSG00000266014
ENSG00000266079	SNORA59B
ENSG00000266173	STRADA
ENSG00000266456	ENSG00000266456
ENSG00000266589	MIR4512
ENSG00000266680	ENSG00000266680
ENSG00000266858	RPSAP67
ENSG00000266896	ENSG00000266896
ENSG00000266921	ZNF230-DT
ENSG00000267041	ZNF850
ENSG00000267065	LINC02080
ENSG00000267083	KRT18P61
ENSG00000267084	ENSG00000267084
ENSG00000267114	ENSG00000267114
ENSG00000267277	ENSG00000267277
ENSG00000267284	ENSG00000267284
ENSG00000267302	RNFT1-DT
ENSG00000267305	ENSG00000267305
ENSG00000267353	ENSG00000267353
ENSG00000267405	ENSG00000267405
ENSG00000267440	LINC02594
ENSG00000267590	NDUFA3P1
ENSG00000267634	RPL7L1P5
ENSG00000267646	ENSG00000267646
ENSG00000267731	ENSG00000267731
ENSG00000267784	ENSG00000267784
ENSG00000267940	ENSG00000267940
ENSG00000268350	FAM156A
ENSG00000268469	BNIP3P38
ENSG00000268545	VN1R107P
ENSG00000268659	ENSG00000268659
ENSG00000268731	ENSG00000268731
ENSG00000268894	PLCE1-AS1
ENSG00000269014	ENSG00000269014
ENSG00000269068	ENSG00000269068
ENSG00000269151	ENSG00000269151
ENSG00000269514	ENSG00000269514
ENSG00000269524	ENSG00000269524
ENSG00000269565	GPR32P1
ENSG00000269843	ENSG00000269843
ENSG00000269903	ENSG00000269903
ENSG00000269978	ENSG00000269978
ENSG00000270039	ENSG00000270039
ENSG00000270071	ENSG00000270071
ENSG00000270104	ENSG00000270104
ENSG00000270106	TSNAX-DISC1
ENSG00000270127	ENSG00000270127
ENSG00000270133	ENSG00000270133
ENSG00000270139	ENSG00000270139
ENSG00000270228	ENSG00000270228
ENSG00000270240	ENSG00000270240
ENSG00000270258	DUXAP4
ENSG00000270264	NDUFB8P2
ENSG00000270265	ENSG00000270265
ENSG00000270292	ENSG00000270292
ENSG00000270302	ENSG00000270302
ENSG00000270469	ENSG00000270469
ENSG00000270512	ENSG00000270512
ENSG00000270612	ENSG00000270612
ENSG00000270641	TSIX
ENSG00000270655	ENSG00000270655
ENSG00000270669	ENSG00000270669
ENSG00000270681	ENSG00000270681
