gene_id	CK0816_S1.htseq.count	CK0817_S2.htseq.count	CK0818_S3.htseq.count	CK0819_S4.htseq.count	CK0820_S5.htseq.count	CK0821_S6.htseq.count	CK0822_S7.htseq.count	CK0823_S8.htseq.count	CK0824_S9.htseq.count
ENSG00000284791	0	0	0	2	1	3	0	3	0
ENSG00000284797	0	0	0	2	6	11	7	9	19
ENSG00000284800	0	0	0	0	0	0	0	0	0
ENSG00000284803	0	0	0	0	0	0	0	0	0
ENSG00000284808	3	7	3	27	34	29	29	39	29
ENSG00000284809	1	4	3	3	8	4	2	4	4
ENSG00000284820	15	15	9	4	7	7	14	10	16
ENSG00000284823	1	0	0	0	0	4	0	1	2
ENSG00000284825	1	6	0	14	14	8	9	9	18
ENSG00000284829	0	0	0	0	0	0	0	0	0
ENSG00000284830	11	11	5	10	10	11	10	9	19
ENSG00000284834	0	0	0	0	0	0	0	0	0
ENSG00000284837	3	4	6	0	2	1	15	8	19
ENSG00000284839	0	1	0	0	1	8	7	7	7
ENSG00000284840	0	0	0	0	0	0	0	0	0
ENSG00000284842	2	0	1	0	0	0	0	1	0
ENSG00000284844	0	0	0	0	0	0	0	0	0
ENSG00000284846	3	8	3	4	9	16	10	6	3
ENSG00000284847	0	0	0	0	0	0	0	0	0
ENSG00000284848	4	0	0	0	0	0	0	1	0
ENSG00000284858	4	5	5	2	18	7	15	8	16
ENSG00000284862	42	27	64	57	41	45	61	79	77
ENSG00000284867	0	0	0	0	0	0	0	0	0
ENSG00000284873	2	6	2	2	0	3	5	1	3
ENSG00000284874	0	0	5	8	3	1	11	7	4
ENSG00000284876	0	0	0	0	0	0	0	0	0
ENSG00000284879	12	1	4	2	1	9	2	8	3
ENSG00000284882	8	2	4	13	8	23	33	16	24
ENSG00000284883	0	0	0	0	0	0	0	1	1
ENSG00000284892	0	0	0	0	0	0	0	0	0
ENSG00000284895	0	0	0	0	0	0	0	0	0
ENSG00000284902	47	30	49	40	68	50	93	60	52
ENSG00000284906	21	19	11	19	20	25	36	27	30
ENSG00000284914	0	0	2	13	6	2	5	3	3
ENSG00000284917	0	0	0	0	0	0	0	0	0
ENSG00000284922	11	1	9	6	6	16	8	7	9
ENSG00000284928	1	6	0	0	0	1	0	4	1
ENSG00000284930	1	0	0	1	1	1	0	1	0
ENSG00000284931	0	0	0	0	0	0	0	0	0
ENSG00000284932	5	4	1	10	9	2	16	3	8
ENSG00000284934	2	2	0	1	2	2	6	10	9
ENSG00000284946	830	448	726	683	555	573	1457	688	906
ENSG00000284948	15	7	13	7	8	3	10	2	6
ENSG00000284951	0	0	0	0	1	6	0	5	0
ENSG00000284952	19	14	8	17	14	15	12	17	19
ENSG00000284954	1	2	4	4	2	0	1	2	7
ENSG00000284956	0	0	0	0	0	0	0	0	0
ENSG00000284957	0	1	0	0	1	0	1	0	0
ENSG00000284959	45	43	43	133	135	103	193	164	191
ENSG00000284962	0	0	0	0	0	0	0	0	0
ENSG00000284964	0	0	0	0	0	0	0	0	0
ENSG00000284966	161	168	139	191	195	140	341	313	283
ENSG00000284968	31	16	27	14	23	19	31	30	30
ENSG00000284969	3	4	3	4	1	5	6	12	14
ENSG00000284976	0	0	0	0	0	0	0	0	0
ENSG00000284977	1	1	0	0	1	0	4	1	1
ENSG00000284981	0	0	0	0	0	0	0	0	0
ENSG00000284985	1	1	2	3	0	4	3	2	3
ENSG00000284986	0	0	0	0	0	0	0	0	0
ENSG00000284987	0	1	0	1	0	0	2	0	0
ENSG00000284988	0	0	0	0	0	0	0	0	0
ENSG00000284989	0	0	0	0	0	0	0	0	0
ENSG00000284994	24	36	22	28	21	13	38	31	28
ENSG00000284999	0	0	0	4	1	1	0	0	0
ENSG00000285000	10	3	11	21	8	21	23	13	14
ENSG00000285006	0	0	0	0	0	0	0	0	0
ENSG00000285010	0	2	1	1	2	1	5	0	0
ENSG00000285012	0	0	0	0	0	0	0	0	0
ENSG00000285016	2	4	2	7	11	4	2	10	5
ENSG00000285018	11	1	14	2	9	5	19	24	17
ENSG00000285020	0	0	0	0	0	0	0	0	0
ENSG00000285025	0	0	0	0	0	0	0	0	0
ENSG00000285030	16	7	2	12	28	9	15	29	37
ENSG00000285035	6	1	2	1	1	1	1	3	1
ENSG00000285040	0	0	0	0	0	1	0	0	1
ENSG00000285041	1	2	2	0	3	1	2	5	2
ENSG00000285042	0	0	0	0	0	0	0	0	0
ENSG00000285043	54	64	114	100	96	91	156	129	107
ENSG00000285045	0	0	0	0	0	0	0	0	0
ENSG00000285051	3	4	1	22	12	12	22	26	19
ENSG00000285053	196	133	196	112	152	85	228	199	198
ENSG00000285057	0	0	0	0	0	0	0	0	0
ENSG00000285062	0	0	0	0	0	0	0	0	0
ENSG00000285064	0	0	0	0	0	0	0	0	0
ENSG00000285068	0	0	0	4	6	2	2	6	4
ENSG00000285076	0	0	0	0	0	0	0	0	0
ENSG00000285077	246	189	210	150	103	156	313	171	150
ENSG00000285079	2	0	0	5	4	3	2	5	5
ENSG00000285080	0	1	2	5	7	3	1	6	11
ENSG00000285081	27	25	32	29	23	20	35	52	38
ENSG00000285082	0	0	0	2	1	0	0	0	0
ENSG00000285085	0	0	0	0	0	0	0	0	0
ENSG00000285090	0	0	1	0	0	1	1	1	0
ENSG00000285091	0	1	0	4	6	7	7	15	11
ENSG00000285094	0	0	0	0	1	1	1	6	8
ENSG00000285095	12	1	12	32	29	33	43	32	33
ENSG00000285100	0	0	0	5	9	2	5	16	2
ENSG00000285102	0	0	0	0	0	0	0	0	0
ENSG00000285103	174	119	123	185	152	149	424	175	180
ENSG00000285108	0	1	1	6	2	5	1	5	3
ENSG00000285115	0	0	0	0	0	1	1	0	0
ENSG00000285116	0	0	0	0	0	0	0	0	0
ENSG00000285117	2	2	2	0	1	0	1	1	0
ENSG00000285122	1	4	7	2	8	5	13	4	3
ENSG00000285128	0	0	0	0	0	0	0	0	0
ENSG00000285130	25	26	32	33	36	32	97	27	45
ENSG00000285133	0	0	0	0	0	0	0	0	0
ENSG00000285135	0	0	0	0	0	0	0	0	0
ENSG00000285142	0	0	0	0	0	0	0	0	0
ENSG00000285144	0	0	0	0	0	0	0	0	0
ENSG00000285151	2	0	0	0	2	1	4	0	3
ENSG00000285155	1	4	0	0	3	0	5	0	3
ENSG00000285159	0	0	7	1	1	5	1	4	3
ENSG00000285160	0	0	0	0	0	0	0	0	0
ENSG00000285163	0	0	0	0	1	0	0	0	0
ENSG00000285165	0	0	0	5	2	4	5	4	1
ENSG00000285169	0	0	0	0	0	0	0	0	0
ENSG00000285171	0	0	0	0	0	0	0	0	0
ENSG00000285177	1	0	5	2	3	2	6	5	1
ENSG00000285179	0	0	0	0	0	0	0	1	0
ENSG00000285184	88	51	98	173	152	140	266	224	181
ENSG00000285188	0	0	0	10	7	3	9	10	1
ENSG00000285190	121	110	137	165	114	141	264	185	180
ENSG00000285191	1	0	0	0	0	0	0	1	0
ENSG00000285201	0	0	0	1	0	2	0	1	5
ENSG00000285204	0	0	0	0	0	0	0	0	0
ENSG00000285205	2	1	6	9	4	1	14	5	3
ENSG00000285210	54	27	31	42	79	45	76	79	54
ENSG00000285212	1	0	1	0	1	0	1	0	1
ENSG00000285215	0	0	2	0	4	1	5	6	2
ENSG00000285216	0	0	0	0	0	0	0	0	0
ENSG00000285218	0	0	0	0	0	0	1	2	1
ENSG00000285219	204	158	306	334	484	490	593	630	552
ENSG00000285220	0	0	0	0	0	0	0	0	0
ENSG00000285228	0	0	0	0	0	0	1	0	0
ENSG00000285230	16	39	44	54	116	89	143	137	153
ENSG00000285231	4	12	5	3	10	5	17	4	6
ENSG00000285237	0	2	1	0	0	0	0	0	0
ENSG00000285238	0	0	0	0	0	0	0	0	0
ENSG00000285239	0	0	0	2	0	1	1	1	0
ENSG00000285244	0	1	3	17	8	24	9	24	39
ENSG00000285245	0	0	0	0	0	0	0	0	0
ENSG00000285253	4	4	8	4	6	1	6	6	9
ENSG00000285254	1	1	2	6	11	12	6	11	10
ENSG00000285257	36	30	35	14	19	22	44	38	35
ENSG00000285268	0	0	0	0	0	0	0	0	0
ENSG00000285269	2	0	1	30	22	14	9	25	21
ENSG00000285278	211	187	156	79	81	123	156	170	157
ENSG00000285280	196	133	78	506	378	349	718	491	474
ENSG00000285283	0	0	0	0	0	0	0	0	0
ENSG00000285287	7	1	2	11	29	8	11	18	13
ENSG00000285292	0	0	0	0	0	0	0	0	0
ENSG00000285294	0	3	0	1	0	5	4	0	0
ENSG00000285300	0	0	0	1	0	0	2	0	1
ENSG00000285303	0	0	1	12	8	10	23	20	16
ENSG00000285304	0	0	0	0	0	0	0	0	0
ENSG00000285314	0	0	0	0	0	3	1	1	0
ENSG00000285323	0	0	0	0	0	0	0	0	0
ENSG00000285325	2	0	2	8	8	2	2	9	19
ENSG00000285329	1	1	1	1	2	2	8	3	6
ENSG00000285330	0	0	0	0	0	0	0	0	0
ENSG00000285331	1	4	2	5	10	4	10	7	5
ENSG00000285336	0	0	0	0	2	4	5	9	4
ENSG00000285338	0	0	0	0	0	0	0	0	0
ENSG00000285347	0	1	0	3	7	2	3	5	3
ENSG00000285354	0	0	0	0	0	0	0	0	0
ENSG00000285361	16	14	39	28	32	38	51	65	70
ENSG00000285366	6	18	4	5	7	8	12	9	9
ENSG00000285367	4	2	4	11	3	2	5	7	8
ENSG00000285370	0	0	0	0	0	0	0	0	0
ENSG00000285373	3	2	3	1	2	5	7	3	1
ENSG00000285374	4	1	4	20	10	12	16	14	24
ENSG00000285382	0	1	1	2	0	0	1	1	3
ENSG00000285388	0	0	0	2	2	4	3	5	6
ENSG00000285398	0	0	1	9	8	3	9	4	7
ENSG00000285401	0	0	0	0	9	8	5	11	4
ENSG00000285402	1	1	0	5	1	2	11	2	5
ENSG00000285404	0	0	0	0	0	0	0	0	0
ENSG00000285405	0	0	0	0	0	0	0	0	0
ENSG00000285407	5	4	24	14	9	24	36	18	22
ENSG00000285409	0	1	0	0	0	0	0	0	0
ENSG00000285410	259	225	187	170	214	176	365	247	270
ENSG00000285412	2	14	11	6	16	8	15	17	8
ENSG00000285413	2	0	0	10	4	0	11	2	0
ENSG00000285416	4	6	1	16	5	6	9	21	16
ENSG00000285417	2	0	1	0	4	4	4	2	3
ENSG00000285420	0	6	1	0	0	1	0	1	2
ENSG00000285424	12	1	0	3	0	1	2	6	10
ENSG00000285427	27	14	37	37	24	25	48	61	63
ENSG00000285437	136	145	134	123	159	138	234	210	261
ENSG00000285444	0	0	0	0	0	0	0	0	0
ENSG00000285445	0	0	0	0	0	0	0	0	0
ENSG00000285446	0	0	0	0	0	0	0	0	0
ENSG00000285448	1	0	0	0	0	3	3	0	3
ENSG00000285454	3	1	3	3	6	7	9	15	7
ENSG00000285458	5	1	6	3	1	2	4	1	6
ENSG00000285462	0	0	0	0	0	0	0	0	0
ENSG00000285467	0	2	3	1	8	2	2	3	5
ENSG00000285470	0	0	0	0	0	0	0	0	0
ENSG00000285471	0	0	1	0	0	1	0	0	0
ENSG00000285472	0	0	0	0	0	0	0	0	0
ENSG00000285473	0	0	2	1	2	5	1	2	2
ENSG00000285480	6	8	8	6	7	13	11	16	20
ENSG00000285483	0	0	0	0	0	0	0	0	0
ENSG00000285486	2	3	3	18	24	19	26	35	39
ENSG00000285491	0	0	0	0	0	0	0	0	0
ENSG00000285492	3	5	8	132	123	125	151	101	156
ENSG00000285498	51	41	32	89	99	86	192	152	155
ENSG00000285505	0	0	0	0	0	0	0	0	0
ENSG00000285508	0	0	0	0	0	0	0	0	0
ENSG00000285509	10	16	10	35	33	22	42	25	16
ENSG00000285513	0	0	0	0	0	0	0	0	0
ENSG00000285517	12	11	18	14	26	23	44	28	25
ENSG00000285518	2	2	0	0	3	0	1	1	3
ENSG00000285519	5	8	4	10	11	11	12	18	12
ENSG00000285520	8	14	16	13	4	6	10	13	9
ENSG00000285521	5	27	3	8	6	11	12	10	11
ENSG00000285522	0	0	0	0	0	0	0	0	0
ENSG00000285523	0	0	0	0	0	0	0	0	0
ENSG00000285524	10	10	10	18	17	4	17	11	12
ENSG00000285525	0	0	0	3	2	1	1	3	0
ENSG00000285526	0	0	0	0	0	0	0	0	0
ENSG00000285527	13	16	14	10	8	27	7	25	43
ENSG00000285528	0	0	0	0	0	0	0	0	0
ENSG00000285529	3	1	2	14	11	19	19	21	8
ENSG00000285530	9	5	20	22	12	14	30	15	33
ENSG00000285531	30	33	15	22	20	13	56	43	36
ENSG00000285532	34	30	57	75	55	59	117	81	87
ENSG00000285533	43	50	65	45	78	81	87	115	129
ENSG00000285534	0	0	1	0	0	1	2	0	0
ENSG00000285535	0	0	0	2	2	1	1	2	1
ENSG00000285536	0	0	0	0	0	0	0	0	0
ENSG00000285537	0	0	0	0	0	0	0	0	0
ENSG00000285538	0	0	0	1	1	0	1	0	0
ENSG00000285539	0	0	0	0	0	0	0	0	0
ENSG00000285540	7	9	4	13	15	15	12	6	23
ENSG00000285541	0	0	0	0	0	1	0	0	0
ENSG00000285542	0	0	0	0	0	0	0	0	0
ENSG00000285543	1	0	0	0	0	0	0	0	0
ENSG00000285544	0	0	0	0	0	0	0	0	0
ENSG00000285545	2	12	1	16	6	7	13	9	18
ENSG00000285547	0	0	0	0	0	2	1	2	1
ENSG00000285548	0	0	0	0	0	0	0	0	0
ENSG00000285549	4	0	0	1	3	2	8	0	1
ENSG00000285550	0	0	0	0	0	0	1	0	0
ENSG00000285551	0	0	1	1	0	3	0	0	2
ENSG00000285552	1	0	0	5	2	2	3	2	2
ENSG00000285553	5	4	7	11	3	2	13	5	4
ENSG00000285554	1	6	4	36	27	26	65	37	31
ENSG00000285555	21	8	20	17	13	21	21	30	30
ENSG00000285556	0	0	0	2	0	0	0	2	0
ENSG00000285557	0	0	0	0	0	0	0	0	0
ENSG00000285558	0	0	0	0	0	0	0	0	0
ENSG00000285559	0	0	0	4	6	5	15	16	8
ENSG00000285560	15	11	2	12	14	4	16	13	8
ENSG00000285561	64	20	49	95	52	67	113	95	81
ENSG00000285562	0	1	0	3	8	5	1	8	12
ENSG00000285563	0	0	2	0	0	0	0	0	1
ENSG00000285564	3	1	5	7	11	2	11	5	12
ENSG00000285565	0	0	0	0	0	0	0	0	0
ENSG00000285566	0	0	0	0	0	0	0	0	0
ENSG00000285567	0	0	0	5	9	0	3	10	8
ENSG00000285568	0	0	0	0	0	0	0	0	0
ENSG00000285569	37	26	7	114	101	114	224	105	111
ENSG00000285570	5	11	2	5	4	12	5	4	8
ENSG00000285571	2	1	0	0	3	2	0	1	0
ENSG00000285572	7	5	12	44	46	65	32	75	64
ENSG00000285573	2	0	0	0	0	1	0	4	3
ENSG00000285575	0	1	0	1	2	2	0	4	5
ENSG00000285576	0	0	0	0	0	0	0	0	0
ENSG00000285577	1	3	1	8	15	1	12	12	12
ENSG00000285578	1	3	2	0	0	2	1	1	1
ENSG00000285579	15	9	13	20	11	9	40	19	17
ENSG00000285580	0	0	0	0	0	0	1	0	0
ENSG00000285581	44	28	39	51	58	50	37	55	44
ENSG00000285582	104	56	51	89	70	102	126	121	107
ENSG00000285583	0	0	0	0	0	0	0	0	0
ENSG00000285584	0	1	1	10	9	4	12	6	10
ENSG00000285585	0	0	0	0	0	0	0	0	0
ENSG00000285586	10	5	3	12	10	5	17	5	3
ENSG00000285587	0	1	3	3	5	2	7	4	3
ENSG00000285588	15	10	12	50	47	40	111	31	45
ENSG00000285589	79	50	52	50	61	50	84	79	88
ENSG00000285590	0	0	0	0	1	0	3	1	5
ENSG00000285591	0	0	0	5	1	1	0	3	1
ENSG00000285592	0	0	0	0	0	0	0	0	0
ENSG00000285593	0	0	0	0	5	0	0	3	0
ENSG00000285594	0	0	0	1	0	0	1	1	0
ENSG00000285595	17	3	2	17	10	2	26	9	14
ENSG00000285596	71	62	83	67	59	53	142	97	100
ENSG00000285597	0	5	6	7	10	8	12	0	3
ENSG00000285598	0	0	0	0	1	0	0	0	2
ENSG00000285599	1	2	1	0	0	1	2	0	0
ENSG00000285600	34	22	25	25	43	41	66	81	45
ENSG00000285601	0	0	1	0	2	2	6	6	2
ENSG00000285602	12	2	5	7	3	8	4	10	3
ENSG00000285603	55	51	50	39	37	38	105	91	81
ENSG00000285604	0	0	0	0	0	2	1	0	0
ENSG00000285605	0	0	0	3	1	5	2	0	1
ENSG00000285606	7	2	1	1	0	2	1	1	2
ENSG00000285607	0	0	0	0	0	0	0	0	0
ENSG00000285608	8	8	14	7	18	5	21	14	12
ENSG00000285609	0	0	0	2	0	0	0	0	0
ENSG00000285610	0	0	1	7	2	2	0	1	0
ENSG00000285611	2	1	4	1	2	1	1	1	1
ENSG00000285612	9	5	1	7	14	11	13	11	12
ENSG00000285613	0	0	0	0	1	0	0	0	4
ENSG00000285614	5	7	4	4	5	2	15	2	17
ENSG00000285615	0	0	0	0	0	0	0	0	0
ENSG00000285616	8	2	1	9	13	6	13	15	8
ENSG00000285618	6	1	12	6	6	6	6	4	9
ENSG00000285619	30	33	30	23	22	26	44	36	41
ENSG00000285620	0	0	0	0	0	0	0	0	0
ENSG00000285621	14	11	25	19	28	37	32	43	39
ENSG00000285622	0	0	2	1	2	0	1	0	0
ENSG00000285623	0	0	0	0	0	0	0	0	0
ENSG00000285624	0	0	0	0	1	0	1	0	0
ENSG00000285625	0	0	0	0	0	0	0	0	0
ENSG00000285626	0	0	0	0	0	1	0	0	0
ENSG00000285627	98	87	96	61	83	78	96	134	120
ENSG00000285628	0	0	0	0	0	0	0	0	0
ENSG00000285629	0	0	0	1	0	0	0	2	1
ENSG00000285630	0	0	0	0	1	0	0	1	0
ENSG00000285631	1	0	3	6	9	9	5	7	4
ENSG00000285632	19	13	24	9	23	13	21	23	24
ENSG00000285633	0	1	1	0	1	0	1	0	1
ENSG00000285634	0	1	1	21	21	21	19	31	19
ENSG00000285635	1	1	0	1	3	0	1	0	1
ENSG00000285636	43	18	15	22	36	42	48	51	53
ENSG00000285637	4	3	1	15	17	18	27	29	18
ENSG00000285638	1	0	0	0	0	0	0	0	0
ENSG00000285639	8	5	0	5	5	6	25	12	10
ENSG00000285640	0	0	0	0	1	0	0	0	0
ENSG00000285641	0	1	0	0	0	0	0	0	0
ENSG00000285642	3	8	1	0	0	6	1	1	1
ENSG00000285643	0	0	0	2	0	0	0	1	2
ENSG00000285644	0	0	1	0	2	1	4	5	15
ENSG00000285645	0	0	0	0	0	0	0	0	0
ENSG00000285646	44	35	18	52	53	73	111	166	126
ENSG00000285647	0	0	0	0	2	1	1	5	1
ENSG00000285648	0	0	0	0	1	0	0	0	0
ENSG00000285649	10	6	9	9	24	40	24	20	29
ENSG00000285650	96	116	87	165	162	134	245	185	202
ENSG00000285651	14	22	16	20	30	22	24	33	23
ENSG00000285652	0	0	1	0	1	0	0	0	0
ENSG00000285653	2	12	6	0	1	1	4	1	10
ENSG00000285654	4	10	0	25	19	8	7	30	16
ENSG00000285655	0	0	0	0	0	0	0	0	0
ENSG00000285656	0	1	0	1	5	5	1	3	8
ENSG00000285657	0	0	0	0	0	0	0	0	0
ENSG00000285658	52	53	69	69	85	78	117	93	112
ENSG00000285659	0	0	0	0	0	0	0	0	0
ENSG00000285660	1	0	0	0	0	0	0	0	0
ENSG00000285661	0	0	0	0	1	2	3	3	2
ENSG00000285662	0	1	0	10	1	1	1	0	1
ENSG00000285663	0	0	0	1	1	0	0	11	5
ENSG00000285664	123	80	94	126	126	98	200	166	151
ENSG00000285665	41	48	48	19	16	24	22	34	26
ENSG00000285666	2	1	1	10	9	4	2	5	10
ENSG00000285667	9	6	13	9	29	16	40	51	36
ENSG00000285668	0	0	1	3	5	1	7	1	0
ENSG00000285669	106	86	92	130	136	149	156	180	189
ENSG00000285670	0	0	1	0	0	0	0	0	0
ENSG00000285671	0	0	1	6	1	3	4	1	10
ENSG00000285672	12	9	15	5	14	33	27	32	23
ENSG00000285673	0	0	0	0	0	0	0	1	0
ENSG00000285674	0	0	0	0	0	0	0	0	0
ENSG00000285675	13	5	11	4	6	9	8	4	15
ENSG00000285676	64	54	34	71	64	59	117	93	120
ENSG00000285677	10	9	10	5	23	10	18	38	43
ENSG00000285679	110	37	112	65	71	80	99	103	127
ENSG00000285680	0	0	1	1	1	0	1	0	0
ENSG00000285681	0	0	0	0	2	0	0	0	0
ENSG00000285683	0	0	0	0	0	0	0	0	0
ENSG00000285684	2	2	4	41	19	23	53	19	40
ENSG00000285685	2	4	1	3	4	3	3	11	3
ENSG00000285686	0	2	0	0	1	1	2	4	7
ENSG00000285687	0	0	0	0	0	0	0	0	0
ENSG00000285688	11	18	6	4	11	18	18	16	30
ENSG00000285689	0	0	0	0	0	0	0	0	0
ENSG00000285690	0	0	0	0	0	0	0	0	0
ENSG00000285691	0	0	0	1	0	0	0	0	0
ENSG00000285692	44	15	44	40	33	30	59	64	57
ENSG00000285693	55	32	67	119	102	154	231	223	246
ENSG00000285694	0	0	0	0	0	0	4	0	1
ENSG00000285695	1	0	0	0	0	0	0	0	0
ENSG00000285696	58	33	51	76	63	78	122	111	91
ENSG00000285697	0	0	0	0	0	0	0	0	0
ENSG00000285698	0	0	0	0	0	1	0	0	0
ENSG00000285699	6	9	7	1	4	3	6	11	2
ENSG00000285700	1	0	0	0	0	1	7	0	1
ENSG00000285701	8	2	18	16	9	13	9	12	17
ENSG00000285702	0	0	0	0	0	0	0	0	0
ENSG00000285703	6	6	10	16	14	16	17	29	22
ENSG00000285704	62	66	72	76	72	72	88	87	80
ENSG00000285705	4	7	5	4	4	2	2	3	5
ENSG00000285706	0	2	2	3	2	3	11	13	7
ENSG00000285707	0	0	0	0	0	0	0	0	0
ENSG00000285708	0	0	0	0	0	0	0	0	0
ENSG00000285709	0	1	1	10	2	5	5	3	8
ENSG00000285710	31	19	43	35	35	50	41	70	56
ENSG00000285711	0	0	0	1	0	0	2	0	0
ENSG00000285712	0	0	0	1	3	0	1	1	4
ENSG00000285713	9	1	3	10	2	2	11	9	5
ENSG00000285714	0	0	0	0	0	0	0	1	1
ENSG00000285715	4	2	3	4	4	4	21	19	12
ENSG00000285716	0	0	0	1	3	1	0	6	1
ENSG00000285717	0	0	1	9	2	9	1	9	4
ENSG00000285718	0	0	0	0	0	0	1	1	1
ENSG00000285719	0	0	0	0	0	0	0	0	0
ENSG00000285720	0	0	0	0	0	0	0	0	0
ENSG00000285722	0	0	0	0	1	0	1	2	1
ENSG00000285723	0	0	0	0	0	0	0	0	0
ENSG00000285724	0	0	0	0	1	0	1	1	1
ENSG00000285725	94	69	73	76	71	97	126	85	78
ENSG00000285726	0	0	0	0	1	7	0	2	2
ENSG00000285727	1	5	0	2	2	1	5	5	1
ENSG00000285728	254	173	268	143	177	190	368	284	267
ENSG00000285729	0	1	0	1	1	7	1	1	2
ENSG00000285730	220	200	217	158	154	154	225	237	248
ENSG00000285731	15	1	9	9	18	5	34	15	18
ENSG00000285732	0	1	0	3	1	0	5	1	5
ENSG00000285733	5	2	1	1	2	7	3	2	4
ENSG00000285734	1	1	1	0	6	8	3	1	3
ENSG00000285735	0	0	2	0	0	0	0	0	0
ENSG00000285736	1	3	2	17	16	11	29	17	32
ENSG00000285737	62	73	23	228	181	191	281	197	195
ENSG00000285738	1	0	1	0	1	2	1	1	0
ENSG00000285739	0	0	0	0	0	0	0	0	0
ENSG00000285740	0	2	0	1	2	1	2	3	1
ENSG00000285741	0	0	1	0	0	0	0	0	0
ENSG00000285742	0	0	0	0	1	0	1	0	1
ENSG00000285743	0	0	0	2	1	4	0	1	2
ENSG00000285744	0	1	2	1	0	2	5	0	1
ENSG00000285745	2	0	0	1	1	1	1	0	0
ENSG00000285746	0	0	0	0	0	0	0	0	0
ENSG00000285747	19	22	15	79	63	69	101	63	84
ENSG00000285748	0	1	0	1	2	4	1	1	1
ENSG00000285749	0	0	0	12	5	4	0	7	3
ENSG00000285750	11	4	10	8	3	16	11	17	17
ENSG00000285751	0	0	0	0	0	1	1	0	0
ENSG00000285752	4	8	20	32	29	32	32	56	43
ENSG00000285753	0	0	0	0	0	0	0	0	0
ENSG00000285754	0	1	0	1	0	0	0	1	5
ENSG00000285755	2	0	3	3	8	2	11	2	6
ENSG00000285756	474	375	446	328	306	308	527	384	398
ENSG00000285758	29	33	33	33	36	23	34	36	37
ENSG00000285759	2	1	5	2	4	5	2	15	9
ENSG00000285760	0	0	0	0	0	0	0	0	0
ENSG00000285761	1	4	1	18	6	11	9	10	11
ENSG00000285763	27	19	66	127	96	122	168	160	145
ENSG00000285764	0	0	0	0	0	0	0	1	0
ENSG00000285765	0	0	0	0	0	0	0	0	0
ENSG00000285766	2	2	2	1	4	0	4	3	0
ENSG00000285768	0	0	0	0	0	1	0	0	0
ENSG00000285769	6	2	1	31	20	30	41	49	34
ENSG00000285770	8	2	4	5	4	5	14	8	6
ENSG00000285771	1	0	1	4	3	7	6	2	4
ENSG00000285772	0	1	2	0	1	0	1	1	1
ENSG00000285773	0	1	0	16	14	41	17	14	15
ENSG00000285774	54	44	14	48	66	60	60	58	63
ENSG00000285775	0	0	0	0	0	0	0	1	1
ENSG00000285776	0	0	0	0	0	0	0	0	0
ENSG00000285777	1	1	0	8	10	16	8	18	20
ENSG00000285778	2	0	0	3	0	1	1	0	0
ENSG00000285779	0	0	0	0	0	0	0	0	0
ENSG00000285780	14	6	14	19	25	35	46	20	37
ENSG00000285781	43	47	41	11	12	8	36	23	36
ENSG00000285782	4	2	1	3	5	2	10	2	7
ENSG00000285783	4	1	1	8	7	8	8	2	5
ENSG00000285784	0	0	0	0	1	0	0	0	0
ENSG00000285785	2	0	0	4	4	1	8	5	1
ENSG00000285786	0	0	0	0	0	3	2	0	0
ENSG00000285788	4	0	0	5	3	3	8	4	1
ENSG00000285789	0	0	0	1	1	0	2	10	0
ENSG00000285790	0	1	2	4	0	0	4	4	2
ENSG00000285791	3	4	11	20	29	26	32	29	28
ENSG00000285792	4	5	2	13	12	5	8	10	14
ENSG00000285793	7	16	2	4	1	4	14	6	5
ENSG00000285794	0	0	0	0	0	0	0	0	0
ENSG00000285796	165	106	163	63	128	103	217	253	275
ENSG00000285797	0	0	0	0	1	1	0	0	2
ENSG00000285798	0	0	0	0	0	0	0	0	0
ENSG00000285799	0	0	0	0	0	0	0	1	0
ENSG00000285800	0	0	0	0	0	1	0	1	0
ENSG00000285801	0	0	1	7	3	1	5	0	1
ENSG00000285802	0	1	0	0	1	4	1	2	1
ENSG00000285803	46	33	38	29	38	22	68	34	58
ENSG00000285804	14	17	26	59	51	57	122	49	62
ENSG00000285805	1	5	17	2	2	0	9	3	2
ENSG00000285806	0	0	0	0	0	0	0	0	0
ENSG00000285807	5	7	15	12	15	15	23	10	24
ENSG00000285808	6	1	4	2	5	4	8	2	6
ENSG00000285809	3	1	3	2	1	1	2	2	0
ENSG00000285810	1	1	1	8	6	5	0	6	10
ENSG00000285811	0	1	0	2	1	2	0	0	1
ENSG00000285812	87	75	62	54	33	56	78	101	92
ENSG00000285813	90	48	81	144	125	101	246	127	133
ENSG00000285814	0	0	0	0	0	0	0	0	0
ENSG00000285815	0	0	0	0	0	0	0	0	0
ENSG00000285816	3	8	6	4	17	12	8	12	16
ENSG00000285817	0	0	0	0	0	0	0	0	0
ENSG00000285818	0	0	1	1	0	6	1	3	2
ENSG00000285819	0	0	0	0	0	0	0	0	0
ENSG00000285820	1	0	1	13	30	21	30	21	30
ENSG00000285821	0	0	0	0	0	0	0	1	5
ENSG00000285822	0	0	2	2	3	0	2	1	2
ENSG00000285823	0	0	0	0	2	0	0	0	1
ENSG00000285824	0	0	0	0	0	0	0	0	0
ENSG00000285825	36	16	33	100	103	124	162	123	169
ENSG00000285826	0	0	0	0	1	0	1	0	0
ENSG00000285827	4	8	5	6	9	5	8	7	12
ENSG00000285829	4	1	1	51	33	36	58	57	49
